"","IDsin","codeplot","ADJ","TILE","X_sin","Y_sin","X_wgs","Ywgs","ID","alti","grad","NDVImin","NDVImax"
"1817",13403403,"VTN_1130","YES","h18v04",417561,4912852,5.23647,44.18229,"h18v04_13403403",1130,"VTN",0.513,0.721
"1819",13422606,"VTN_1510","YES","h18v04",418256,4911926,5.24444,44.17396,"h18v04_13422606",1510,"VTN",0.398,0.71
"1820",13422608,"VTN_1675","YES","h18v04",418719,4911926,5.25025,44.17396,"h18v04_13422608",1675,"VTN",0.381,0.695
"1821",13422618,"VTN_1860","YES","h18v04",421035,4911926,5.2793,44.17396,"h18v04_13422618",1860,"VTN",0.047,0.257
"1822",13537806,"VTS_0660","YES","h18v04",418256,4906366,5.24,44.12396,"h18v04_13537806",660,"VTS",0.617,0.739
"1823",13518611,"VTS_0840","YES","h18v04",419414,4907292,5.25525,44.13229,"h18v04_13518611",840,"VTS",0.642,0.743
"1824",13499414,"VTS_1040","YES","h18v04",420109,4908219,5.26471,44.14062,"h18v04_13499414",1040,"VTS",0.669,0.766
"1825",13485018,"VTS_1260","YES","h18v04",421035,4908914,5.27688,44.14687,"h18v04_13485018",1260,"VTS",0.521,0.754
"1826",13465822,"VTS_1455","YES","h18v04",421962,4909841,5.28924,44.15521,"h18v04_13465822",1455,"VTS",0.37,0.761
"1827",13451427,"VTS_1645","YES","h18v04",423120,4910536,5.30432,44.16146,"h18v04_13451427",1645,"VTS",0.168,0.32
