"","IDsin","codeplot","ADJ","TILE","X_sin","Y_sin","X_wgs","Ywgs","ID","alti","grad","NDVImin","NDVImax"
"1236",11272380,"VAUL_0830","YES","h18v04",458564,5015708,5.84311,45.10729,"h18v04_11272380",830,"VAUL",0.575,0.885
"1237",11296382,"VAUL_1100","YES","h18v04",459027,5014549,5.84795,45.09687,"h18v04_11296382",1100,"VAUL",0.629,0.881
"1238",11315584,"VAUL_1290","YES","h18v04",459490,5013623,5.85299,45.08854,"h18v04_11315584",1290,"VAUL",0.463,0.834
"1239",12208509,"VCHA_1910","YES","h18v04",488447,4970535,6.18007,44.70104,"h18v04_12208509",1910,"VCHA",0.014,0.757
"1240",12194110,"VCHA_2150","YES","h18v04",488679,4971230,6.18366,44.70729,"h18v04_12194110",2150,"VCHA",0.002,0.452
"1241",12184511,"VCHA_2330","YES","h18v04",488911,4971693,6.18704,44.71146,"h18v04_12184511",2330,"VCHA",0,0.285
"1242",12165312,"VCHA_2510","YES","h18v04",489142,4972620,6.19086,44.71979,"h18v04_12165312",2510,"VCHA",0,0.222
"1243",12150914,"VCHA_2760","YES","h18v04",489606,4973315,6.1974,44.72604,"h18v04_12150914",2760,"VCHA",0,0.279
"1244",12141313,"VCHA_2940","YES","h18v04",489374,4973778,6.19491,44.73021,"h18v04_12141313",2940,"VCHA",0,0.15
"1245",12126912,"VCHA_3160","YES","h18v04",489142,4974473,6.19265,44.73646,"h18v04_12126912",3160,"VCHA",0,0.086
"1246",16737799,"VER_1200","YES","h18v04",45984,4751851,0.56302,42.73437,"h18v04_16737799",1200,"VER",0.366,0.894
"1248",16752200,"VER_1420","YES","h18v04",46215,4751156,0.5658,42.72812,"h18v04_16752200",1420,"VER",0.191,0.89
"1249",16771402,"VER_1650","YES","h18v04",46679,4750229,0.57139,42.71979,"h18v04_16771402",1650,"VER",0.021,0.841
"1250",16776205,"VER_1800","YES","h18v04",47374,4749998,0.57988,42.71771,"h18v04_16776205",1800,"VER",0.012,0.813
"1251",16790606,"VER_2000","YES","h18v04",47605,4749303,0.58266,42.71146,"h18v04_16790606",2000,"VER",0,0.726
"1253",13398604,"VTN_1130","YES","h18v04",417792,4913084,5.23956,44.18437,"h18v04_13398604",1130,"VTN",0.615,0.828
"1256",13417809,"VTN_1675","YES","h18v04",418951,4912157,5.25334,44.17604,"h18v04_13417809",1675,"VTN",0.381,0.791
"1257",13417819,"VTN_1860","YES","h18v04",421267,4912157,5.28239,44.17604,"h18v04_13417819",1860,"VTN",0.072,0.389
"1258",13533007,"VTS_0660","YES","h18v04",418487,4906597,5.24309,44.12604,"h18v04_13533007",660,"VTS",0.678,0.769
"1259",13513812,"VTS_0840","YES","h18v04",419645,4907524,5.25834,44.13437,"h18v04_13513812",840,"VTS",0.656,0.749
"1260",13494615,"VTS_1040","YES","h18v04",420340,4908451,5.26779,44.14271,"h18v04_13494615",1040,"VTS",0.643,0.763
"1261",13480219,"VTS_1260","YES","h18v04",421267,4909146,5.27997,44.14896,"h18v04_13480219",1260,"VTS",0.527,0.752
"1262",13461023,"VTS_1455","YES","h18v04",422194,4910072,5.29233,44.15729,"h18v04_13461023",1455,"VTS",0.294,0.701
"1263",13446628,"VTS_1645","YES","h18v04",423352,4910767,5.30741,44.16354,"h18v04_13446628",1645,"VTS",0.099,0.321
"1266",9189468,"ANT_1750","YES","h18v04",525281,5116247,6.80181,46.01146,"h18v04_9189468",1750,"ANT",0,0.845
"1267",9199069,"ANT_2040","YES","h18v04",525512,5115783,6.8043,46.00729,"h18v04_9199069",2040,"ANT",0,0.819
"1269",9223074,"ANT_2370","YES","h18v04",526671,5114625,6.81801,45.99687,"h18v04_9223074",2370,"ANT",0,0.545
"1270",9256715,"ARG_1420","YES","h18v04",536169,5113003,6.93914,45.98229,"h18v04_9256715",1420,"ARG",0.167,0.864
"1271",9251916,"ARG_1620","YES","h18v04",536400,5113235,6.9424,45.98437,"h18v04_9251916",1620,"ARG",0.138,0.831
"1273",9251919,"ARG_2000","YES","h18v04",537095,5113235,6.9514,45.98437,"h18v04_9251919",2000,"ARG",0.005,0.8
"1274",9256722,"ARG_2230","YES","h18v04",537790,5113003,6.96013,45.98229,"h18v04_9256722",2230,"ARG",0,0.739
"1276",10086890,"ARM_1520","YES","h18v04",484046,5072927,6.22417,45.62187,"h18v04_10086890",1520,"ARM",0.003,0.802
"1277",10082093,"ARM_1750","YES","h18v04",484741,5073158,6.23334,45.62396,"h18v04_10082093",1750,"ARM",0.002,0.817
"1278",10077294,"ARM_1980","YES","h18v04",484973,5073390,6.23655,45.62604,"h18v04_10077294",1980,"ARM",0.002,0.762
"1279",10077295,"ARM_2140","YES","h18v04",485204,5073390,6.23953,45.62604,"h18v04_10077295",2140,"ARM",0.002,0.736
"1280",13096759,"BON_1900","YES","h18v04",546362,4927678,6.86726,44.31562,"h18v04_13096759",1900,"BON",0.001,0.817
"1281",13077551,"BON_2100","YES","h18v04",544508,4928605,6.84494,44.32396,"h18v04_13077551",2100,"BON",0,0.831
"1282",13077548,"BON_2140","YES","h18v04",543813,4928605,6.8362,44.32396,"h18v04_13077548",2140,"BON",0,0.846
"1283",13082344,"BON_2300","YES","h18v04",542887,4928373,6.82431,44.32187,"h18v04_13082344",2300,"BON",0,0.284
"1285",13077539,"BON_2650","YES","h18v04",541728,4928605,6.81,44.32396,"h18v04_13077539",2650,"BON",0,0.372
"1286",10744463,"BOU_1240","YES","h18v04",477791,5041190,6.1127,45.33646,"h18v04_10744463",1240,"BOU",0.443,0.898
"1287",10758863,"BOU_1440","YES","h18v04",477791,5040495,6.11203,45.33021,"h18v04_10758863",1440,"BOU",0.468,0.875
"1288",10778063,"BOU_1620","YES","h18v04",477791,5039568,6.11113,45.32187,"h18v04_10778063",1620,"BOU",0.129,0.865
"1290",10797266,"BOU_2000","YES","h18v04",478486,5038642,6.11912,45.31354,"h18v04_10797266",2000,"BOU",0,0.713
"1291",11786299,"CER_2050","YES","h18v04",532462,4990920,6.7584,44.88437,"h18v04_11786299",2050,"CER",0,0.58
"1292",11805499,"CER_1860","YES","h18v04",532462,4989994,6.75742,44.87604,"h18v04_11805499",1860,"CER",0,0.65
"1293",11795898,"CER_1980","YES","h18v04",532230,4990457,6.75497,44.88021,"h18v04_11795898",1980,"CER",0,0.653
"1294",11776698,"CER_2200","YES","h18v04",532230,4991384,6.75594,44.88854,"h18v04_11776698",2200,"CER",0,0.511
"1295",11767097,"CER_2280","YES","h18v04",531999,4991847,6.75349,44.89271,"h18v04_11767097",2280,"CER",0,0.47
"1297",11353987,"CHAM_1250","YES","h18v04",460185,5011769,5.86014,45.07187,"h18v04_11353987",1250,"CHAM",0.408,0.833
"1298",11320388,"CHAM_1470","YES","h18v04",460417,5013391,5.86458,45.08646,"h18v04_11320388",1470,"CHAM",0.526,0.844
"1299",11281997,"CHAM_1710","YES","h18v04",462502,5015244,5.89286,45.10312,"h18v04_11281997",1710,"CHAM",0.276,0.749
"1300",11277200,"CHAM_1890","YES","h18v04",463197,5015476,5.90193,45.10521,"h18v04_11277200",1890,"CHAM",0.192,0.637
"1301",11258002,"CHAM_2020","YES","h18v04",463660,5016403,5.9087,45.11354,"h18v04_11258002",2020,"CHAM",0.038,0.64
"1302",11243605,"CHAM_2180","YES","h18v04",464355,5017098,5.9182,45.11979,"h18v04_11243605",2180,"CHAM",0.039,0.676
"1303",12314029,"DEV_1500","YES","h18v04",469915,4965438,5.94088,44.65521,"h18v04_12314029",1500,"DEV",0.36,0.809
"1304",12333229,"DEV_1720","YES","h18v04",469915,4964512,5.94003,44.64687,"h18v04_12333229",1720,"DEV",0,0.642
"1305",12342828,"DEV_1870","YES","h18v04",469683,4964048,5.93667,44.64271,"h18v04_12342828",1870,"DEV",0,0.538
"1306",12347626,"DEV_2100","YES","h18v04",469220,4963817,5.93061,44.64062,"h18v04_12347626",2100,"DEV",0,0.471
"1307",12362022,"DEV_2340","YES","h18v04",468293,4963122,5.91826,44.63437,"h18v04_12362022",2340,"DEV",0,0.218
"1309",12386028,"DEV_2670","YES","h18v04",469683,4961963,5.93476,44.62396,"h18v04_12386028",2670,"DEV",0.001,0.249
"1310",11430979,"LAU_1920","YES","h18v04",504663,5008063,6.42279,45.03854,"h18v04_11430979",1920,"LAU",0,0.733
"1311",11421374,"LAU_2100","YES","h18v04",503505,5008526,6.40851,45.04271,"h18v04_11421374",2100,"LAU",0,0.833
"1312",11406974,"LAU_2300","YES","h18v04",503505,5009221,6.40921,45.04896,"h18v04_11406974",2300,"LAU",0,0.702
"1314",11387769,"LAU_2700","YES","h18v04",502347,5010148,6.3954,45.05729,"h18v04_11387769",2700,"LAU",0,0.434
"1315",9151109,"LORI_1370","YES","h18v04",534779,5118100,6.92689,46.02812,"h18v04_9151109",1370,"LORI",0.128,0.781
"1317",9136707,"LORI_1800","YES","h18v04",534315,5118795,6.92167,46.03437,"h18v04_9136707",1800,"LORI",0.27,0.82
"1319",9122306,"LORI_2130","YES","h18v04",534084,5119490,6.91945,46.04062,"h18v04_9122306",2130,"LORI",0,0.796
"1323",10144729,"MER_2000","YES","h18v04",539412,5070147,6.93301,45.59687,"h18v04_10144729",2000,"MER",0,0.811
"1324",10139942,"MER_2250","YES","h18v04",542423,5070379,6.97197,45.59896,"h18v04_10139942",2250,"MER",0,0.654
"1325",10139943,"MER_2400","YES","h18v04",542655,5070379,6.97495,45.59896,"h18v04_10139943",2400,"MER",0,0.564
"1326",10135146,"MER_2670","YES","h18v04",543350,5070610,6.98414,45.60104,"h18v04_10135146",2670,"MER",0,0.381
"1327",10125547,"MER_2850","YES","h18v04",543582,5071074,6.98764,45.60521,"h18v04_10125547",2850,"MER",0,0.283
"1328",12424421,"MON_1500","YES","h18v04",468062,4960110,5.91257,44.60729,"h18v04_12424421",1500,"MON",0.292,0.741
"1329",12405221,"MON_1730","YES","h18v04",468062,4961037,5.91342,44.61562,"h18v04_12405221",1730,"MON",0.06,0.555
"1330",12395622,"MON_1970","YES","h18v04",468293,4961500,5.91677,44.61979,"h18v04_12395622",1970,"MON",0.006,0.352
"1332",12386023,"MON_2330","YES","h18v04",468525,4961963,5.92012,44.62396,"h18v04_12386023",2330,"MON",0,0.222
"1335",13514413,"MOU_1810","YES","h18v04",558871,4907524,7.0029,44.13437,"h18v04_13514413",1810,"MOU",0.03,0.764
"1336",13509609,"MOU_1940","YES","h18v04",557944,4907756,6.99154,44.13646,"h18v04_13509609",1940,"MOU",0.021,0.666
"1337",13500005,"MOU_2160","YES","h18v04",557018,4908219,6.98042,44.14062,"h18v04_13500005",2160,"MOU",0.01,0.563
"1339",13485602,"MOU_2470","YES","h18v04",556323,4908914,6.97245,44.14687,"h18v04_13485602",2470,"MOU",0.003,0.495
"1341",16503034,"MSB_1370","YES","h18v04",146754,4763202,1.7998,42.83646,"h18v04_16503034",1370,"MSB",0.376,0.896
"1342",16507832,"MSB_1420","YES","h18v04",146291,4762971,1.79406,42.83437,"h18v04_16507832",1420,"MSB",0.168,0.896
"1343",16517429,"MSB_1600","YES","h18v04",145596,4762507,1.78542,42.83021,"h18v04_16517429",1600,"MSB",0.031,0.86
"1344",16531829,"MSB_2000","YES","h18v04",145596,4761812,1.78524,42.82396,"h18v04_16531829",2000,"MSB",0.004,0.737
"1345",16536628,"MSB_2200","YES","h18v04",145364,4761581,1.78234,42.82187,"h18v04_16536628",2200,"MSB",0,0.731
"1346",16546226,"MSB_2400","YES","h18v04",144901,4761117,1.77654,42.81771,"h18v04_16546226",2400,"MSB",0.002,0.6
"1347",11455021,"NEV_2010","YES","h18v04",514393,5006905,6.54542,45.02812,"h18v04_11455021",2010,"NEV",0,0.791
"1348",11459818,"NEV_2200","YES","h18v04",513698,5006673,6.53634,45.02604,"h18v04_11459818",2200,"NEV",0,0.75
"1349",11483816,"NEV_2350","YES","h18v04",513235,5005515,6.52926,45.01562,"h18v04_11483816",2350,"NEV",0,0.323
"1351",11503014,"NEV_2700","YES","h18v04",512771,5004588,6.52242,45.00729,"h18v04_11503014",2700,"NEV",0,0.179
"1352",9405503,"PAI_1700","YES","h18v04",533389,5105822,6.89512,45.91771,"h18v04_9405503",1700,"PAI",0.004,0.858
"1353",9395906,"PAI_1900","YES","h18v04",534084,5106285,6.90463,45.92187,"h18v04_9395906",1900,"PAI",0,0.786
"1356",9415109,"PAI_2450","YES","h18v04",534779,5105359,6.91257,45.91354,"h18v04_9415109",2450,"PAI",0,0.264
"1359",10053289,"PEC_1375","YES","h18v04",483814,5074548,6.22281,45.63646,"h18v04_10053289",1375,"PEC",0.064,0.823
"1360",10062888,"PEC_1578","YES","h18v04",483583,5074085,6.21937,45.63229,"h18v04_10062888",1578,"PEC",0.06,0.826
"1361",11065939,"RAC_0330","YES","h18v04",449066,5025669,5.73109,45.19687,"h18v04_11065939",330,"RAC",0.397,0.679
"1363",11041938,"RAC_0730","YES","h18v04",448834,5026827,5.72918,45.20729,"h18v04_11041938",730,"RAC",0.468,0.866
"1364",11027540,"RAC_0950","YES","h18v04",449298,5027522,5.73572,45.21354,"h18v04_11027540",950,"RAC",0.41,0.826
"1365",11560464,"RBI_1070","YES","h18v04",478023,5001808,6.07777,44.98229,"h18v04_11560464",1070,"RBI",0.027,0.838
"1367",11584463,"RBI_1500","YES","h18v04",477791,5000650,6.07372,44.97187,"h18v04_11584463",1500,"RBI",0.001,0.765
"1368",11608461,"RBI_1550","YES","h18v04",477328,4999492,6.06673,44.96146,"h18v04_11608461",1550,"RBI",0,0.763
"1369",11637260,"RBI_1750","YES","h18v04",477096,4998102,6.06246,44.94896,"h18v04_11637260",1750,"RBI",0,0.789
"1370",11651660,"RBI_1950","YES","h18v04",477096,4997407,6.0618,44.94271,"h18v04_11651660",1950,"RBI",0,0.606
"1371",11656459,"RBI_2150","YES","h18v04",476865,4997175,6.05864,44.94062,"h18v04_11656459",2150,"RBI",0,0.494
"1372",12112788,"RIS_1900","YES","h18v04",553080,4975168,7.00286,44.74271,"h18v04_12112788",1900,"RIS",0.002,0.799
"1373",12208804,"RIS_2195","YES","h18v04",556786,4970535,7.04472,44.70104,"h18v04_12208804",2195,"RIS",0,0.688
"1374",12194404,"RIS_2340","YES","h18v04",556786,4971230,7.04548,44.70729,"h18v04_12194404",2340,"RIS",0,0.619
"1375",12194408,"RIS_2570","YES","h18v04",557713,4971230,7.0572,44.70729,"h18v04_12194408",2570,"RIS",0,0.383
"1376",12189610,"RIS_2770","YES","h18v04",558176,4971461,7.06332,44.70937,"h18v04_12189610",2770,"RIS",0,0.221
"1377",12184811,"RIS_2890","YES","h18v04",558408,4971693,7.06651,44.71146,"h18v04_12184811",2890,"RIS",0,0.206
"1378",10888350,"SAP_1250","YES","h18v04",451614,5034240,5.77143,45.27396,"h18v04_10888350",1250,"SAP",0.619,0.869
"1379",10873951,"SAP_1500","YES","h18v04",451846,5034935,5.77503,45.28021,"h18v04_10873951",1500,"SAP",0.464,0.873
"1381",10873955,"SAP_1870","YES","h18v04",452772,5034935,5.78687,45.28021,"h18v04_10873955",1870,"SAP",0.153,0.834
"1382",10859556,"SAP_2060","YES","h18v04",453004,5035630,5.79047,45.28646,"h18v04_10859556",2060,"SAP",0.021,0.512
"1383",11099525,"SEYS_0280","YES","h18v04",445823,5024047,5.68824,45.18229,"h18v04_11099525",280,"SEYS",0.397,0.653
"1384",11113923,"SEYS_0460","YES","h18v04",445359,5023352,5.6817,45.17604,"h18v04_11113923",460,"SEYS",0.465,0.776
"1385",11128320,"SEYS_0615","YES","h18v04",444664,5022657,5.67222,45.16979,"h18v04_11128320",615,"SEYS",0.48,0.785
"1386",11157116,"SEYS_0840","YES","h18v04",443738,5021267,5.65915,45.15729,"h18v04_11157116",840,"SEYS",0.489,0.869
"1387",11171515,"SEYS_1035","YES","h18v04",443506,5020572,5.65558,45.15104,"h18v04_11171515",1035,"SEYS",0.472,0.904
"1389",11185912,"SEYS_1500","YES","h18v04",442811,5019877,5.6461,45.14479,"h18v04_11185912",1500,"SEYS",0.174,0.85
"1390",11185911,"SEYS_1700","YES","h18v04",442579,5019877,5.64314,45.14479,"h18v04_11185911",1700,"SEYS",0.136,0.738
"1392",10533428,"TAN_1420","YES","h18v04",516015,5051383,6.61243,45.42812,"h18v04_10533428",1420,"TAN",0.113,0.828
"1394",10567027,"TAN_1890","YES","h18v04",515783,5049761,6.60775,45.41354,"h18v04_10567027",1890,"TAN",0,0.785
"1395",10576628,"TAN_2100","YES","h18v04",516015,5049298,6.61023,45.40937,"h18v04_10576628",2100,"TAN",0,0.733
"1397",10600627,"TAN_2480","YES","h18v04",515783,5048140,6.60605,45.39896,"h18v04_10600627",2480,"TAN",0,0.591
"1398",13538603,"TEN_1430","YES","h18v04",602886,4906366,7.55309,44.12396,"h18v04_13538603",1430,"TEN",0.379,0.822
"1399",13543398,"TEN_1670","YES","h18v04",601727,4906134,7.53831,44.12187,"h18v04_13543398",1670,"TEN",0.252,0.777
"1400",13538594,"TEN_1890","YES","h18v04",600801,4906366,7.52697,44.12396,"h18v04_13538594",1890,"TEN",0.13,0.733
"1401",13524193,"TEN_2080","YES","h18v04",600569,4907061,7.52486,44.13021,"h18v04_13524193",2080,"TEN",0.025,0.694
"1402",13514592,"TEN_2280","YES","h18v04",600337,4907524,7.52249,44.13437,"h18v04_13514592",2280,"TEN",0.01,0.672
"1403",13509789,"TEN_2480","YES","h18v04",599642,4907756,7.51405,44.13646,"h18v04_13509789",2480,"TEN",0.003,0.651
"1404",12895013,"UBA_1150","YES","h18v04",512540,4937408,6.45178,44.40312,"h18v04_12895013",1150,"UBA",0.54,0.802
"1406",12919014,"UBA_1630","YES","h18v04",512771,4936250,6.45355,44.39271,"h18v04_12919014",1630,"UBA",0.398,0.742
"1407",12928604,"UBA_1850","YES","h18v04",510455,4935786,6.42394,44.38854,"h18v04_12928604",1850,"UBA",0.189,0.764
"1408",12914198,"UBA_2020","YES","h18v04",509065,4936481,6.40713,44.39479,"h18v04_12914198",2020,"UBA",0.056,0.751
"1409",12942996,"UBA_2170","YES","h18v04",508602,4935091,6.39993,44.38229,"h18v04_12942996",2170,"UBA",0.013,0.669
"1410",11248573,"VAL_1860","YES","h18v04",503273,5016866,6.41398,45.11771,"h18v04_11248573",1860,"VAL",0,0.73
"1414",11219763,"VAL_2710","YES","h18v04",500957,5018256,6.38586,45.13021,"h18v04_11219763",2710,"VAL",0,0.605
"1415",10922298,"VAN_1400","YES","h18v04",532230,5032619,6.79993,45.25937,"h18v04_10922298",1400,"VAN",0.152,0.674
"1419",10912691,"VAN_2250","YES","h18v04",530609,5033082,6.77971,45.26354,"h18v04_10912691",2250,"VAN",0.052,0.728
"1420",10907888,"VAN_2440","YES","h18v04",529914,5033314,6.77108,45.26562,"h18v04_10907888",2440,"VAN",0,0.609
"1421",10907887,"VAN_2630","YES","h18v04",529682,5033314,6.76812,45.26562,"h18v04_10907887",2630,"VAN",0,0.556
"1423",11262778,"VAUL_0710","YES","h18v04",458100,5016171,5.83763,45.11146,"h18v04_11262778",710,"VAUL",0.548,0.856
"1424",11277180,"VAUL_0830","YES","h18v04",458564,5015476,5.8429,45.10521,"h18v04_11277180",830,"VAUL",0.606,0.881
"1425",11301182,"VAUL_1100","YES","h18v04",459027,5014318,5.84773,45.09479,"h18v04_11301182",1100,"VAUL",0.485,0.88
"1426",11320384,"VAUL_1290","YES","h18v04",459490,5013391,5.85278,45.08646,"h18v04_11320384",1290,"VAUL",0.381,0.845
"1427",12213309,"VCHA_1910","YES","h18v04",488447,4970303,6.17984,44.69896,"h18v04_12213309",1910,"VCHA",0.024,0.731
"1428",12198910,"VCHA_2150","YES","h18v04",488679,4970998,6.18344,44.70521,"h18v04_12198910",2150,"VCHA",0.008,0.538
"1429",12189311,"VCHA_2330","YES","h18v04",488911,4971461,6.18682,44.70937,"h18v04_12189311",2330,"VCHA",0,0.341
"1430",12170112,"VCHA_2510","YES","h18v04",489142,4972388,6.19064,44.71771,"h18v04_12170112",2510,"VCHA",0,0.234
"1431",12155714,"VCHA_2760","YES","h18v04",489606,4973083,6.19717,44.72396,"h18v04_12155714",2760,"VCHA",0,0.298
"1432",12146113,"VCHA_2940","YES","h18v04",489374,4973546,6.19469,44.72812,"h18v04_12146113",2940,"VCHA",0,0.186
"1433",12131712,"VCHA_3160","YES","h18v04",489142,4974241,6.19242,44.73437,"h18v04_12131712",3160,"VCHA",0,0.088
"1434",16742599,"VER_1200","YES","h18v04",45984,4751619,0.563,42.73229,"h18v04_16742599",1200,"VER",0.393,0.902
"1436",16757000,"VER_1420","YES","h18v04",46215,4750924,0.56578,42.72604,"h18v04_16757000",1420,"VER",0.199,0.886
"1437",16776202,"VER_1650","YES","h18v04",46679,4749998,0.57137,42.71771,"h18v04_16776202",1650,"VER",0.022,0.861
"1438",16781005,"VER_1800","YES","h18v04",47374,4749766,0.57986,42.71562,"h18v04_16781005",1800,"VER",0.003,0.826
"1439",16795406,"VER_2000","YES","h18v04",47605,4749071,0.58264,42.70937,"h18v04_16795406",2000,"VER",0,0.643
"1441",13403404,"VTN_1130","YES","h18v04",417792,4912852,5.23937,44.18229,"h18v04_13403404",1130,"VTN",0.582,0.776
"1444",13422609,"VTN_1675","YES","h18v04",418951,4911926,5.25316,44.17396,"h18v04_13422609",1675,"VTN",0.332,0.681
"1445",13422619,"VTN_1860","YES","h18v04",421267,4911926,5.2822,44.17396,"h18v04_13422619",1860,"VTN",0.052,0.245
"1446",13537807,"VTS_0660","YES","h18v04",418487,4906366,5.2429,44.12396,"h18v04_13537807",660,"VTS",0.638,0.741
"1447",13518612,"VTS_0840","YES","h18v04",419645,4907292,5.25816,44.13229,"h18v04_13518612",840,"VTS",0.653,0.754
"1448",13499415,"VTS_1040","YES","h18v04",420340,4908219,5.26761,44.14062,"h18v04_13499415",1040,"VTS",0.654,0.757
"1449",13485019,"VTS_1260","YES","h18v04",421267,4908914,5.27978,44.14687,"h18v04_13485019",1260,"VTS",0.523,0.757
"1450",13465823,"VTS_1455","YES","h18v04",422194,4909841,5.29214,44.15521,"h18v04_13465823",1455,"VTS",0.344,0.74
"1451",13451428,"VTS_1645","YES","h18v04",423352,4910536,5.30722,44.16146,"h18v04_13451428",1645,"VTS",0.151,0.309
"1452",9165466,"ANT_1400","YES","h18v04",524817,5117405,6.79709,46.02187,"h18v04_9165466",1400,"ANT",0.151,0.882
"1454",9179867,"ANT_1750","YES","h18v04",525049,5116710,6.79933,46.01562,"h18v04_9179867",1750,"ANT",0.009,0.879
"1456",9208671,"ANT_2200","YES","h18v04",525976,5115320,6.80979,46.00312,"h18v04_9208671",2200,"ANT",0,0.727
"1457",9213473,"ANT_2370","YES","h18v04",526439,5115088,6.81553,46.00104,"h18v04_9213473",2370,"ANT",0,0.579
"1461",9242318,"ARG_2000","YES","h18v04",536864,5113698,6.94892,45.98854,"h18v04_9242318",2000,"ARG",0,0.811
"1463",9242321,"ARG_2400","YES","h18v04",537559,5113698,6.95792,45.98854,"h18v04_9242321",2400,"ARG",0,0.568
"1464",10077289,"ARM_1520","YES","h18v04",483814,5073390,6.22165,45.62604,"h18v04_10077289",1520,"ARM",0.033,0.755
"1468",13087158,"BON_1900","YES","h18v04",546130,4928142,6.86484,44.31979,"h18v04_13087158",1900,"BON",0.011,0.741
"1469",13067950,"BON_2100","YES","h18v04",544277,4929068,6.84251,44.32812,"h18v04_13067950",2100,"BON",0.002,0.774
"1470",13067947,"BON_2140","YES","h18v04",543582,4929068,6.83378,44.32812,"h18v04_13067947",2140,"BON",0.002,0.722
"1471",13072743,"BON_2300","YES","h18v04",542655,4928837,6.82189,44.32604,"h18v04_13072743",2300,"BON",0.001,0.502
"1472",13072741,"BON_2500","YES","h18v04",542192,4928837,6.81606,44.32604,"h18v04_13072741",2500,"BON",0,0.557
"1473",13067938,"BON_2650","YES","h18v04",541497,4929068,6.80757,44.32812,"h18v04_13067938",2650,"BON",0,0.331
"1474",10734862,"BOU_1240","YES","h18v04",477560,5041653,6.11019,45.34062,"h18v04_10734862",1240,"BOU",0.54,0.911
"1475",10749262,"BOU_1440","YES","h18v04",477560,5040958,6.10951,45.33437,"h18v04_10749262",1440,"BOU",0.55,0.888
"1476",10768462,"BOU_1620","YES","h18v04",477560,5040032,6.10861,45.32604,"h18v04_10768462",1620,"BOU",0.447,0.869
"1477",10782864,"BOU_1830","YES","h18v04",478023,5039337,6.11386,45.31979,"h18v04_10782864",1830,"BOU",0.017,0.868
"1483",11757496,"CER_2280","YES","h18v04",531767,4992310,6.75104,44.89687,"h18v04_11757496",2280,"CER",0,0.521
"1484",11747896,"CER_2300","YES","h18v04",531767,4992774,6.75153,44.90104,"h18v04_11747896",2300,"CER",0,0.387
"1485",11344386,"CHAM_1250","YES","h18v04",459954,5012233,5.85761,45.07604,"h18v04_11344386",1250,"CHAM",0.465,0.882
"1486",11310787,"CHAM_1470","YES","h18v04",460185,5013854,5.86206,45.09062,"h18v04_11310787",1470,"CHAM",0.539,0.86
"1487",11272396,"CHAM_1710","YES","h18v04",462270,5015708,5.89034,45.10729,"h18v04_11272396",1710,"CHAM",0.166,0.749
"1488",11267599,"CHAM_1890","YES","h18v04",462965,5015939,5.89941,45.10937,"h18v04_11267599",1890,"CHAM",0.097,0.718
"1489",11248401,"CHAM_2020","YES","h18v04",463429,5016866,5.90618,45.11771,"h18v04_11248401",2020,"CHAM",0.005,0.603
"1490",11234004,"CHAM_2180","YES","h18v04",464124,5017561,5.91568,45.12396,"h18v04_11234004",2180,"CHAM",0,0.483
"1491",12304428,"DEV_1500","YES","h18v04",469683,4965902,5.93838,44.65937,"h18v04_12304428",1500,"DEV",0.076,0.747
"1492",12323628,"DEV_1720","YES","h18v04",469683,4964975,5.93753,44.65104,"h18v04_12323628",1720,"DEV",0.043,0.752
"1494",12338025,"DEV_2100","YES","h18v04",468988,4964280,5.9281,44.64479,"h18v04_12338025",2100,"DEV",0,0.495
"1495",12352421,"DEV_2340","YES","h18v04",468062,4963585,5.91575,44.63854,"h18v04_12352421",2340,"DEV",0,0.279
"1496",12366822,"DEV_2545","YES","h18v04",468293,4962890,5.91804,44.63229,"h18v04_12366822",2545,"DEV",0,0.2
"1497",12376427,"DEV_2670","YES","h18v04",469452,4962427,5.93226,44.62812,"h18v04_12376427",2670,"DEV",0,0.2
"1498",11421378,"LAU_1920","YES","h18v04",504432,5008526,6.42031,45.04271,"h18v04_11421378",1920,"LAU",0,0.777
"1499",11411773,"LAU_2100","YES","h18v04",503273,5008990,6.40603,45.04687,"h18v04_11411773",2100,"LAU",0,0.809
"1500",11397373,"LAU_2300","YES","h18v04",503273,5009685,6.40673,45.05312,"h18v04_11397373",2300,"LAU",0,0.649
"1501",11387771,"LAU_2470","YES","h18v04",502810,5010148,6.4013,45.05729,"h18v04_11387771",2470,"LAU",0,0.312
"1502",11378168,"LAU_2700","YES","h18v04",502115,5010611,6.39292,45.06146,"h18v04_11378168",2700,"LAU",0,0.201
"1508",9107904,"LORI_2330","YES","h18v04",533620,5120185,6.91423,46.04687,"h18v04_9107904",2330,"LORI",0,0.372
"1509",10120724,"MER_1600","YES","h18v04",538254,5071305,6.91941,45.60729,"h18v04_10120724",1600,"MER",0.141,0.827
"1510",10125526,"MER_1820","YES","h18v04",538717,5071074,6.9251,45.60521,"h18v04_10125526",1820,"MER",NA,NA
"1511",10135128,"MER_2000","YES","h18v04",539180,5070610,6.93055,45.60104,"h18v04_10135128",2000,"MER",0.005,0.877
"1515",10115946,"MER_2850","YES","h18v04",543350,5071537,6.98518,45.60937,"h18v04_10115946",2850,"MER",0,0.144
"1516",12414820,"MON_1500","YES","h18v04",467830,4960573,5.91007,44.61146,"h18v04_12414820",1500,"MON",0.141,0.67
