"","x"
<<<<<<< HEAD
"id_sample",0.168533904952021
"id_plot",0.307470384561865
"habitat",0.408835614092139
"gradient",0.437468832491295
"massif",0.703067258841094
=======
"id_sample",0
"id_plot",0
"habitat",0
"gradient",0
"massif",0
>>>>>>> main
"Dispositif",1
