Order	Suborder	Family	SpeciesID	Author	Body_Size	Dispersal_ability	Feeding_guild	Feeding_guild_short	Feeding_mode	Feeding_specialization	Feeding_tissue	Feeding_plant_part	Endophagous_lifestyle	Stratum_use	Stratum_use_short	Remark
Araneae	Labidognatha	Anyphaenidae	Anyphaena accentuata	(Walckenaer, 1802)	6.25	1	c	c	e	NA	NA	NA	NA	t	t	
Araneae	Labidognatha	Araneidae	Aculepeira ceropegia	Walckenaer, 1802	11.00	1	c	c	e	NA	NA	NA	NA	h	h	
Araneae	Labidognatha	Araneidae	Agalenatea redii	(Scopoli, 1763)	6.93	0.5	c	c	e	NA	NA	NA	NA	h	h	
Araneae	Labidognatha	Araneidae	Araneus diadematus	Clerck, 1757	11.88	1	c	c	e	NA	NA	NA	NA	(h)-t	u	
Araneae	Labidognatha	Araneidae	Araneus marmoreus	Clerck, 1757	10.03	0.75	c	c	e	NA	NA	NA	NA	(h)-t	u	
Araneae	Labidognatha	Araneidae	Araneus quadratus	Clerck, 1757	12.25	1	c	c	e	NA	NA	NA	NA	(h)-t	u	
Araneae	Labidognatha	Araneidae	Araneus sturmi	(Hahn, 1831)	4.63	0.75	c	c	e	NA	NA	NA	NA	t	t	*
Araneae	Labidognatha	Araneidae	Araneus triguttatus	Fabricius, 1775	5.25	0.5	c	c	e	NA	NA	NA	NA	t	t	*
Araneae	Labidognatha	Araneidae	Araniella alpica	(L. Koch, 1869)	6.00	0.75	c	c	e	NA	NA	NA	NA	t	t	*
Araneae	Labidognatha	Araneidae	Araniella cucurbitina	(Clerck, 1757)	5.50	1	c	c	e	NA	NA	NA	NA	(h)-t	u	
Araneae	Labidognatha	Araneidae	Araniella opisthographa	(Kulczynski, 1905)	4.38	0.75	c	c	e	NA	NA	NA	NA	(h)-t	u	
Araneae	Labidognatha	Araneidae	Argiope bruennichi	(Scopoli, 1772)	11.78	1	c	c	e	NA	NA	NA	NA	h	h	
Araneae	Labidognatha	Araneidae	Cercidia prominens	(Westring, 1851)	5.38	0.5	c	c	e	NA	NA	NA	NA	(g)-h	u	
Araneae	Labidognatha	Araneidae	Cyclosa conica	(Pallas, 1772)	5.75	0.75	c	c	e	NA	NA	NA	NA	(h)-t	u	
Araneae	Labidognatha	Araneidae	Cyclosa oculata	(Walckenaer, 1802)	5.08	0.75	c	c	e	NA	NA	NA	NA	h	h	
Araneae	Labidognatha	Araneidae	Gibbaranea gibbosa	(Walckenaer, 1802)	6.75	0	c	c	e	NA	NA	NA	NA	t	t	
Araneae	Labidognatha	Araneidae	Gibbaranea omoeda	(Thorell, 1870)	9.13	0.5	c	c	e	NA	NA	NA	NA	t	t	*
Araneae	Labidognatha	Araneidae	Hypsosinga albovittata	(Westring, 1851)	4.15	0.5	c	c	e	NA	NA	NA	NA	h	h	
Araneae	Labidognatha	Araneidae	Hypsosinga sanguinea	(C.L. Koch, 1844)	3.75	0.75	c	c	e	NA	NA	NA	NA	h	h	
Araneae	Labidognatha	Araneidae	Larinioides cornutus	(Clerck, 1757)	10.35	0.75	c	c	e	NA	NA	NA	NA	h-(t)	u	
Araneae	Labidognatha	Araneidae	Mangora acalypha	(Walckenaer, 1802)	4.50	1	c	c	e	NA	NA	NA	NA	h	h	
Araneae	Labidognatha	Araneidae	Nuctenea umbratica	(Clerck, 1757)	11.25	1	c	c	e	NA	NA	NA	NA	t	t	*
Araneae	Labidognatha	Araneidae	Singa hamata	(Clerck, 1757)	5.90	0.75	c	c	e	NA	NA	NA	NA	h	h	
Araneae	Labidognatha	Clubionidae	Clubiona brevipes	Blackwall, 1841	5.50	0.5	c	c	e	NA	NA	NA	NA	t	t	*
Araneae	Labidognatha	Clubionidae	Clubiona diversa	O. P.-Cambridge, 1862	4.00	0.5	c	c	e	NA	NA	NA	NA	(s)-(g)-h-(t)	u	
Araneae	Labidognatha	Clubionidae	Clubiona leucaspis	Simon, 1932	4.05	0.5	c	c	e	NA	NA	NA	NA	t	t	*
Araneae	Labidognatha	Clubionidae	Clubiona neglecta	O. P.-Cambridge, 1862	6.25	0.75	c	c	e	NA	NA	NA	NA	g-(h)-(t)	u	
Araneae	Labidognatha	Clubionidae	Clubiona reclusa	O. P.-Cambridge, 1863	5.75	0.75	c	c	e	NA	NA	NA	NA	(g)-h	u	
Araneae	Labidognatha	Clubionidae	Clubiona stagnatilis	Kulczynski, 1897	6.25	0.5	c	c	e	NA	NA	NA	NA	h	h	
Araneae	Labidognatha	Dictynidae	Argenna subnigra	(O. P.-Cambridge, 1861)	2.25	0.75	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Dictynidae	Dictyna pusilla	Thorell, 1856	2.45	0.5	c	c	e	NA	NA	NA	NA	h-(t)	u	
Araneae	Labidognatha	Dictynidae	Lathys humilis	(Blackwall, 1855)	2.20	0.5	c	c	e	NA	NA	NA	NA	t	t	*
Araneae	Labidognatha	Dictynidae	Nigma flavescens	(Walckenaer, 1830)	3.08	0.75	c	c	e	NA	NA	NA	NA	(h)-t	u	*
Araneae	Labidognatha	Gnaphosidae	Micaria pulicaria	(Sundevall, 1831)	3.55	1	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Linyphiidae	Araeoncus humilis	(Blackwall, 1841)	1.60	1	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Linyphiidae	Baryphyma pratense	(Blackwall, 1861)	2.20	0.5	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Linyphiidae	Bathyphantes approximatus	(O. P.-Cambridge, 1871)	2.63	0.5	c	c	e	NA	NA	NA	NA	(g)-h	u	
Araneae	Labidognatha	Linyphiidae	Bathyphantes gracilis	(Blackwall, 1841)	1.98	1	c	c	e	NA	NA	NA	NA	g-(h)	u	
Araneae	Labidognatha	Linyphiidae	Bathyphantes parvulus	(Westring, 1851)	2.15	0.75	c	c	e	NA	NA	NA	NA	g-(h)	u	
Araneae	Labidognatha	Linyphiidae	Centromerita bicolor	(Blackwall, 1833)	3.25	1	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Linyphiidae	Centromerus sylvaticus	(Blackwall, 1841)	3.43	1	c	c	e	NA	NA	NA	NA	g-(h)-(t)	u	
Araneae	Labidognatha	Linyphiidae	Ceratinella brevipes	(Westring, 1851)	1.45	0.5	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Linyphiidae	Ceratinella scabrosa	(O. P.-Cambridge, 1871)	1.88	0.5	c	c	e	NA	NA	NA	NA	g	g	*
Araneae	Labidognatha	Linyphiidae	Cinetata gradata	(Simon, 1881)	1.45	0.5	c	c	e	NA	NA	NA	NA	t	t	*
Araneae	Labidognatha	Linyphiidae	Cnephalocotes obscurus	(Blackwall, 1834)	1.73	0.75	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Linyphiidae	Collinsia inerrans	(O. P.-Cambridge, 1885)	2.25	1	c	c	e	NA	NA	NA	NA	g-(h)	u	
Araneae	Labidognatha	Linyphiidae	Dicymbium nigrum brevisetosum	Locket, 1962	2.25	1	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Linyphiidae	Diplocephalus picinus	(Blackwall, 1841)	1.83	0.75	c	c	e	NA	NA	NA	NA	g	g	*
Araneae	Labidognatha	Linyphiidae	Diplostyla concolor	(Wider, 1834)	2.75	1	c	c	e	NA	NA	NA	NA	g-(h)	u	
Araneae	Labidognatha	Linyphiidae	Dismodicus bifrons	(Blackwall, 1841)	2.11	0.75	c	c	e	NA	NA	NA	NA	h-(t)	u	
Araneae	Labidognatha	Linyphiidae	Dismodicus elevatus	(C.L. Koch, 1838)	2.48	0.75	c	c	e	NA	NA	NA	NA	t	t	*
Araneae	Labidognatha	Linyphiidae	Drapetisca socialis	(Sundevall, 1833)	4.05	0.75	c	c	e	NA	NA	NA	NA	t	t	*
Araneae	Labidognatha	Linyphiidae	Entelecara acuminata	(Wider, 1834)	2.05	0.5	c	c	e	NA	NA	NA	NA	t	t	*
Araneae	Labidognatha	Linyphiidae	Entelecara congenera	(O. P.-Cambridge, 1879)	1.94	0.5	c	c	e	NA	NA	NA	NA	h-(t)	u	*
Araneae	Labidognatha	Linyphiidae	Entelecara erythropus	(Westring, 1851)	1.88	0.75	c	c	e	NA	NA	NA	NA	(h)-t	u	*
Araneae	Labidognatha	Linyphiidae	Entelecara flavipes	(Blackwall, 1834)	1.58	0.5	c	c	e	NA	NA	NA	NA	h-(t)	u	*
Araneae	Labidognatha	Linyphiidae	Erigone atra	Blackwall, 1833	2.25	1	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Linyphiidae	Erigone dentipalpis	(Wider, 1834)	2.33	1	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Linyphiidae	Gonatium hilare	(Thorell, 1875)	2.60	0.5	c	c	e	NA	NA	NA	NA	t	t	*
Araneae	Labidognatha	Linyphiidae	Gongylidiellum latebricola	(O. P.-Cambridge, 1871)	1.50	0.75	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Linyphiidae	Gongylidiellum murcidum	Simon, 1884	1.80	0.5	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Linyphiidae	Hylyphantes graminicola	(Sundevall, 1830)	2.88	0	c	c	e	NA	NA	NA	NA	h	h	
Araneae	Labidognatha	Linyphiidae	Hypomma cornutum	(Blackwall, 1833)	2.40	0.5	c	c	e	NA	NA	NA	NA	t	t	*
Araneae	Labidognatha	Linyphiidae	Kaestneria pullata	(O. P.-Cambridge, 1863)	2.55	0.25	c	c	e	NA	NA	NA	NA	(g)-h	u	
Araneae	Labidognatha	Linyphiidae	Linyphia triangularis	(Clerck, 1757)	6.00	1	c	c	e	NA	NA	NA	NA	(g)-h-(t)	u	
Araneae	Labidognatha	Linyphiidae	Mansuphantes mansuetus	(Thorell, 1875)	2.08	0.5	c	c	e	NA	NA	NA	NA	g	g	*
Araneae	Labidognatha	Linyphiidae	Maso sundevalli	(Westring, 1851)	1.58	0.75	c	c	e	NA	NA	NA	NA	g	g	*
Araneae	Labidognatha	Linyphiidae	Meioneta affinis	(Kulczynski, 1898)	1.75	1	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Linyphiidae	Meioneta rurestris	(C.L.Koch, 1836)	6.23	1	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Linyphiidae	Meioneta saxatilis	(Blackwall, 1844)	2.15	1	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Linyphiidae	Mermessus trilobatus	(Emerton, 1882)	1.85	1	c	c	e	NA	NA	NA	NA	g-(h)	u	
Araneae	Labidognatha	Linyphiidae	Micrargus herbigradus	(Blackwall, 1854)	2.08	1	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Linyphiidae	Micrargus subaequalis	(Westring, 1851)	1.83	0.75	c	c	e	NA	NA	NA	NA	g-(h)	u	
Araneae	Labidognatha	Linyphiidae	Microlinyphia pusilla	(Sundevall, 1830)	3.88	1	c	c	e	NA	NA	NA	NA	h	h	
Araneae	Labidognatha	Linyphiidae	Minyriolus pusillus	(Wider, 1834)	1.25	0.5	c	c	e	NA	NA	NA	NA	g	g	*
Araneae	Labidognatha	Linyphiidae	Mioxena blanda	(Simon, 1884)	1.55	0.75	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Linyphiidae	Moebelia penicillata	(Westring, 1851)	1.60	0.5	c	c	e	NA	NA	NA	NA	t	t	*
Araneae	Labidognatha	Linyphiidae	Neriene clathrata	(Sundevall, 1830)	4.23	0.75	c	c	e	NA	NA	NA	NA	(g)-h	u	
Araneae	Labidognatha	Linyphiidae	Neriene emphana	(Walckenaer, 1842)	4.53	0.5	c	c	e	NA	NA	NA	NA	(g)-h-(t)	u	
Araneae	Labidognatha	Linyphiidae	Nusoncus nasutus	(Wunderlich, 2008)	1.90	0.75	c	c	e	NA	NA	NA	NA	t	t	*
Araneae	Labidognatha	Linyphiidae	Oedothorax apicatus	(Blackwall, 1850)	2.55	1	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Linyphiidae	Oedothorax fuscus	(Blackwall, 1834)	2.35	1	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Linyphiidae	Oedothorax gibbosus	(Blackwall, 1841)	2.43	0.75	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Linyphiidae	Oedothorax retusus	(Westring, 1851)	2.48	1	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Linyphiidae	Palliduphantes pallidus	(O. P.-Cambridge, 1871)	1.95	1	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Linyphiidae	Pelecopsis parallela	(Wider, 1834)	1.45	1	c	c	e	NA	NA	NA	NA	g-(h)	u	
Araneae	Labidognatha	Linyphiidae	Pocadicnemis juncea	Locket & Millidge, 1953	1.85	0.75	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Linyphiidae	Poeciloneta variegata	(Blackwall, 1841)	2.45	0.5	c	c	e	NA	NA	NA	NA	t	t	*
Araneae	Labidognatha	Linyphiidae	Porrhomma microphthalmum	(O. P.-Cambridge, 1871)	1.85	1	c	c	e	NA	NA	NA	NA	(s)-g	u	
Araneae	Labidognatha	Linyphiidae	Porrhomma oblitum	(O. P.-Cambridge, 1871)	1.65	1	c	c	e	NA	NA	NA	NA	(s)-g-(h)-(t)	u	
Araneae	Labidognatha	Linyphiidae	Porrhomma pygmaeum	(Blackwall, 1834)	2.28	0.75	c	c	e	NA	NA	NA	NA	(s)-(g)-h	u	
Araneae	Labidognatha	Linyphiidae	Savignia frontata	Blackwall, 1833	1.75	0.5	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Linyphiidae	Styloctetor stativus	(Simon, 1881)	2.13	0.5	c	c	e	NA	NA	NA	NA	g-(h)	u	
Araneae	Labidognatha	Linyphiidae	Taranucnus setosus	(O. P.-Cambridge, 1863)	3.55	0.25	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Linyphiidae	Tenuiphantes flavipes	(Blackwall, 1854)	2.15	0.75	c	c	e	NA	NA	NA	NA	g-(h)-(t)	u	*
Araneae	Labidognatha	Linyphiidae	Tenuiphantes mengei	(Kulczynski, 1887)	2.03	0.75	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Linyphiidae	Tenuiphantes tenebricola	(Wider, 1834)	2.45	0.75	c	c	e	NA	NA	NA	NA	g	g	*
Araneae	Labidognatha	Linyphiidae	Tenuiphantes tenuis	(Blackwall, 1852)	2.88	1	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Linyphiidae	Tiso vagans	(Blackwall, 1834)	2.03	1	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Linyphiidae	Trematocephalus cristatus	(Wider, 1834)	2.30	0.75	c	c	e	NA	NA	NA	NA	h-(t)	u	*
Araneae	Labidognatha	Linyphiidae	Troxochrus scabriculus	(Westring, 1851)	1.85	0.75	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Linyphiidae	Walckenaeria antica	(Wider, 1834)	2.13	0.5	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Linyphiidae	Walckenaeria capito	(Westring, 1861)	2.65	0	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Linyphiidae	Walckenaeria cuspidata	Blackwall, 1833	2.53	0.5	c	c	e	NA	NA	NA	NA	g-(h)-(t)	u	
Araneae	Labidognatha	Linyphiidae	Walckenaeria unicornis	O. P.-Cambridge, 1861	2.10	0.5	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Linyphiidae	Walckenaeria vigilax	(Blackwall, 1853)	2.29	1	c	c	e	NA	NA	NA	NA	g-(h)-(t)	u	
Araneae	Labidognatha	Lycosidae	Alopecosa cuneata	(Clerck, 1757)	7.25	1	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Lycosidae	Alopecosa trabalis	(Clerck, 1757)	10.63	0.75	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Lycosidae	Arctosa leopardus	(Sundevall, 1833)	7.63	0.75	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Lycosidae	Pardosa amentata	(Clerck, 1757)	6.25	1	c	c	e	NA	NA	NA	NA	g-(h)	u	
Araneae	Labidognatha	Lycosidae	Pardosa lugubris	(Walckenaer, 1802)	5.60	0.75	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Lycosidae	Pardosa paludicola	(Clerck, 1757)	7.63	0.5	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Lycosidae	Pardosa palustris	(Linnaeus, 1758)	6.00	1	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Lycosidae	Pardosa prativaga	L. Koch, 1870	6.10	1	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Lycosidae	Pardosa pullata	(Clerck, 1757)	4.75	1	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Lycosidae	Trochosa ruricola	(De Geer, 1778)	9.63	1	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Mimetidae	Ero cambridgei	Kulczynski, 1911	2.60	0.5	c	c	e	NA	NA	NA	NA	h-(t)	u	
Araneae	Labidognatha	Oxypodidae	Oxyopes ramosus	(Martini & Goeze, 1778)	7.00	0.5	c	c	e	NA	NA	NA	NA	h-(t)	u	
Araneae	Labidognatha	Philodromidae	Philodromus albidus	Kulczynski, 1911	4.12	0.75	c	c	e	NA	NA	NA	NA	(h)-t	u	*
Araneae	Labidognatha	Philodromidae	Philodromus aureolus	(Clerck, 1757)	5.63	1	c	c	e	NA	NA	NA	NA	(h)-t	u	*
Araneae	Labidognatha	Philodromidae	Philodromus cespitum	(Walckenaer, 1802)	4.78	1	c	c	e	NA	NA	NA	NA	(h)-t	u	*
Araneae	Labidognatha	Philodromidae	Philodromus collinus	C.L. Koch, 1835	4.88	0.75	c	c	e	NA	NA	NA	NA	(h)-t	u	*
Araneae	Labidognatha	Philodromidae	Philodromus praedatus	O. P.-Cambridge, 1871	4.88	0.5	c	c	e	NA	NA	NA	NA	(h)-t	u	*
Araneae	Labidognatha	Philodromidae	Thanatus formicinus	(Clerck, 1757)	7.88	0.5	c	c	e	NA	NA	NA	NA	(g)-h	u	
Araneae	Labidognatha	Philodromidae	Tibellus oblongus	(Walckenaer, 1802)	7.63	0.75	c	c	e	NA	NA	NA	NA	h	h	
Araneae	Labidognatha	Pisauridae	Pisaura mirabilis	(Clerck, 1757)	12.50	1	c	c	e	NA	NA	NA	NA	(g)-h	u	
Araneae	Labidognatha	Salticidae	Ballus chalybeius	(Walckenaer, 1802)	3.18	0.75	c	c	e	NA	NA	NA	NA	t	t	*
Araneae	Labidognatha	Salticidae	Evarcha arcuata	(Clerck, 1757)	6.35	0.75	c	c	e	NA	NA	NA	NA	(g)-h-(t)	u	
Araneae	Labidognatha	Salticidae	Heliophanus cupreus	(Walckenaer, 1802)	4.50	0.75	c	c	e	NA	NA	NA	NA	(g)-h	u	
Araneae	Labidognatha	Salticidae	Heliophanus flavipes	(Hahn, 1832)	4.50	0.75	c	c	e	NA	NA	NA	NA	(g)-h	u	
Araneae	Labidognatha	Salticidae	Synageles venator	(Lucas, 1836)	3.50	0.75	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Tetragnathidae	Metellina mengei	(Blackwall, 1870)	4.88	1	c	c	e	NA	NA	NA	NA	(h)-t	u	*
Araneae	Labidognatha	Tetragnathidae	Metellina segmentata	(Clerck, 1757)	7.50	1	c	c	e	NA	NA	NA	NA	(h)-t	u	
Araneae	Labidognatha	Tetragnathidae	Pachygnatha clercki	Sundevall, 1823	5.25	1	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Tetragnathidae	Pachygnatha degeeri	Sundevall, 1830	3.55	1	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Tetragnathidae	Tetragnatha extensa	(Linnaeus, 1758)	8.05	1	c	c	e	NA	NA	NA	NA	h-(t)	u	
Araneae	Labidognatha	Tetragnathidae	Tetragnatha montana	Simon, 1874	8.50	1	c	c	e	NA	NA	NA	NA	t	t	
Araneae	Labidognatha	Tetragnathidae	Tetragnatha obtusa	C.L. Koch, 1837	5.43	0.75	c	c	e	NA	NA	NA	NA	(h)-t	u	*
Araneae	Labidognatha	Tetragnathidae	Tetragnatha pinicola	L. Koch, 1870	5.13	0.75	c	c	e	NA	NA	NA	NA	(h)-t	u	
Araneae	Labidognatha	Tetragnathidae	Tetragnatha reimoseri	(Rosca, 1939)	10.00	0.5	c	c	e	NA	NA	NA	NA	h	h	
Araneae	Labidognatha	Theridiidae	Anelosimus vittatus	(C.L. Koch, 1836)	3.53	0.5	c	c	e	NA	NA	NA	NA	t	t	*
Araneae	Labidognatha	Theridiidae	Asagena phalerata	(Panzer, 1801)	4.93	0.75	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Theridiidae	Cryptachaea riparia	(Blackwall, 1834)	3.50	0.75	c	c	e	NA	NA	NA	NA	h-(t)	u	
Araneae	Labidognatha	Theridiidae	Dipoena torva	(Thorell, 1875)	3.25	0.5	c	c	e	NA	NA	NA	NA	t	t	*
Araneae	Labidognatha	Theridiidae	Enoplognatha latimana	Hippa & Oksala, 1982	4.50	0.5	c	c	e	NA	NA	NA	NA	h	h	
Araneae	Labidognatha	Theridiidae	Enoplognatha ovata	(Clerck, 1757)	5.30	1	c	c	e	NA	NA	NA	NA	(h)-t	u	
Araneae	Labidognatha	Theridiidae	Enoplognatha thoracica	(Hahn, 1833)	4.00	0.75	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Theridiidae	Lasaeola tristis	(Hahn, 1833)	3.30	0.5	c	c	e	NA	NA	NA	NA	t	t	*
Araneae	Labidognatha	Theridiidae	Neottiura bimaculata	(Linnaeus, 1767)	2.50	1	c	c	e	NA	NA	NA	NA	h	h	
Araneae	Labidognatha	Theridiidae	Paidiscura pallens	(Blackwall, 1834)	1.58	0.75	c	c	e	NA	NA	NA	NA	t	t	*
Araneae	Labidognatha	Theridiidae	Parasteatoda simulans	(Thorell, 1875)	3.53	0.75	c	c	e	NA	NA	NA	NA	t	t	*
Araneae	Labidognatha	Theridiidae	Phylloneta impressa	(L. Koch, 1881)	4.25	0.75	c	c	e	NA	NA	NA	NA	h-(t)	u	
Araneae	Labidognatha	Theridiidae	Phylloneta sisyphia	(Clerck, 1757)	3.68	0.5	c	c	e	NA	NA	NA	NA	(h)-t	u	
Araneae	Labidognatha	Theridiidae	Platnickina tincta	(Walckenaer, 1802)	3.30	0.75	c	c	e	NA	NA	NA	NA	t	t	*
Araneae	Labidognatha	Theridiidae	Robertus arundineti	(O. P.-Cambridge, 1871)	2.31	0.5	c	c	e	NA	NA	NA	NA	g-(h)	u	
Araneae	Labidognatha	Theridiidae	Robertus lividus	(Blackwall, 1836)	3.38	0.75	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Theridiidae	Robertus neglectus	(O. P.-Cambridge, 1871)	2.13	0.75	c	c	e	NA	NA	NA	NA	g-(h)	u	
Araneae	Labidognatha	Theridiidae	Simitidion simile	(C.L. Koch, 1836)	2.60	0.5	c	c	e	NA	NA	NA	NA	(g)-h	u	
Araneae	Labidognatha	Theridiidae	Theridion boesenbergi	Strand, 1904	2.13	1	c	c	e	NA	NA	NA	NA	t	t	*
Araneae	Labidognatha	Theridiidae	Theridion pictum	(Walckenaer, 1802)	3.53	0.5	c	c	e	NA	NA	NA	NA	h-(t)	u	
Araneae	Labidognatha	Theridiidae	Theridion pinastri	L. Koch, 1872	3.13	0.75	c	c	e	NA	NA	NA	NA	(h)-t	u	*
Araneae	Labidognatha	Theridiidae	Theridion varians	Hahn, 1833	3.13	0.75	c	c	e	NA	NA	NA	NA	(h)-t	u	*
Araneae	Labidognatha	Thomisidae	Coriarachne depressa	(C.L. Koch, 1837)	5.00	0.5	c	c	e	NA	NA	NA	NA	t	t	*
Araneae	Labidognatha	Thomisidae	Diaea dorsata	(Fabricius, 1777)	4.83	1	c	c	e	NA	NA	NA	NA	(h)-t	u	*
Araneae	Labidognatha	Thomisidae	Ebrechtella tricuspidata	(Fabricius, 1775)	4.50	0.75	c	c	e	NA	NA	NA	NA	h-(t)	u	
Araneae	Labidognatha	Thomisidae	Misumena vatia	(Clerck, 1757)	6.63	0.75	c	c	e	NA	NA	NA	NA	h-(t)	u	
Araneae	Labidognatha	Thomisidae	Ozyptila praticola	(C.L. Koch, 1837)	3.45	1	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Thomisidae	Ozyptila simplex	(O. P.-Cambridge, 1862)	3.53	0.75	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Thomisidae	Ozyptila trux	(Blackwall, 1846)	4.10	0.75	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Thomisidae	Xysticus audax	(Schrank, 1803)	4.98	0.75	c	c	e	NA	NA	NA	NA	t	t	*
Araneae	Labidognatha	Thomisidae	Xysticus bifasciatus	C.L. Koch, 1837	7.03	0.75	c	c	e	NA	NA	NA	NA	(g)-h-(t)	u	
Araneae	Labidognatha	Thomisidae	Xysticus cristatus	(Clerck, 1757)	5.58	1	c	c	e	NA	NA	NA	NA	(g)-h-(t)	u	
Araneae	Labidognatha	Thomisidae	Xysticus erraticus	(Blackwall, 1834)	5.75	0.75	c	c	e	NA	NA	NA	NA	g-(h)	u	
Araneae	Labidognatha	Thomisidae	Xysticus kochi	Thorell, 1872	6.55	1	c	c	e	NA	NA	NA	NA	(g)-h-(t)	u	
Araneae	Labidognatha	Thomisidae	Xysticus lanio	C.L. Koch, 1835	6.13	0.75	c	c	e	NA	NA	NA	NA	t	t	*
Araneae	Labidognatha	Thomisidae	Xysticus striatipes	L. Koch, 1870	6.30	0.5	c	c	e	NA	NA	NA	NA	g	g	
Araneae	Labidognatha	Thomisidae	Xysticus ulmi	(Hahn, 1832)	5.08	0.75	c	c	e	NA	NA	NA	NA	h	h	
Coleoptera	Adephaga	Carabidae	Amara aenea	(De Geer, 1774)	7.50	1	c-h	o	c	o	NA	r-ro	NA	g-(h)	g	
Coleoptera	Adephaga	Carabidae	Amara aulica	(Panzer, 1797)	12.75	1	c-(h)	c	c	p	NA	r-ro	NA	h	h	
Coleoptera	Adephaga	Carabidae	Amara bifrons	(Gyllenhal, 1810)	6.50	1	c-h	o	c	o	NA	r-ro	NA	g-(h)	g	
Coleoptera	Adephaga	Carabidae	Amara communis	(Panzer, 1797)	7.00	1	c-h	o	c	o	NA	r-ro	NA	g-(h)	g	
Coleoptera	Adephaga	Carabidae	Amara familiaris	(Duftschmid, 1812)	6.50	1	c-h	o	c	o	NA	r-ro	NA	g-(h)	g	
Coleoptera	Adephaga	Carabidae	Amara montivaga	Sturm, 1825	8.50	1	c-h	o	c	p	NA	r-ro	NA	g-(h)	g	*
Coleoptera	Adephaga	Carabidae	Amara plebeja	(Gyllenhal, 1810)	7.00	1	c-h	o	c	o	NA	r-ro	NA	g-(h)	g	
Coleoptera	Adephaga	Carabidae	Anisodactylus binotatus	(Fabricius, 1787)	11.00	1	c-h	o	c	p	NA	l	NA	g-(h)	g	
Coleoptera	Adephaga	Carabidae	Badister bullatus	(Schrank, 1798)	5.40	1	c	c	c	NA	NA	NA	NA	g	g	
