Order	Suborder	Family	SpeciesID	Author	Body_Size	Dispersal_ability	Feeding_guild	Feeding_guild_short	Feeding_mode	Feeding_specialization	Feeding_tissue	Feeding_plant_part	Endophagous_lifestyle	Stratum_use	Stratum_use_short	Remark
Hemiptera	Cicadomorpha	Cicadellidae	Elymana sulphurella	(Zetterstedt, 1828)	4.70	1	h	h	s	o	p	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Emelyanoviana mollicula	(Boheman, 1845)	3.40	1	h	h	s	p	m	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Empoasca decipiens	Paoli, 1930	3.60	1	h	h	s	p	m-p	NA	NA	h-(t)	u	
Hemiptera	Cicadomorpha	Cicadellidae	Empoasca pteridis	(Dahlbom, 1850)	3.30	1	h	h	s	p	m	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Empoasca vitis	(Gothe, 1875)	3.45	1	h	h	s	p	m-p	NA	NA	t	t	*
Hemiptera	Cicadomorpha	Cicadellidae	Errastunus ocellaris	(Fallen, 1806)	3.35	1	h	h	s	o	p	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Erythria aureola	(Fallen, 1806)	2.60	1	h	h	s	o	m	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Eupelix cuspidata	(Fabricius, 1775)	7.00	1	h	h	s	m	p	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Eupteryx atropunctata	(Goeze, 1778)	3.60	1	h	h	s	p	m	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Eupteryx aurata	(Linnaeus, 1758)	3.90	1	h	h	s	p	m	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Eupteryx calcarata	Ossiannilsson, 1936	3.45	1	h	h	s	m	m	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Eupteryx cyclops	Matsumura, 1906	3.35	1	h	h	s	m	m	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Eupteryx notata	Curtis, 1837	2.40	1	h	h	s	o	m	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Eupteryx urticae	(Fabricius, 1803)	3.25	1	h	h	s	m	m	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Eupteryx vittata	(Linnaeus, 1758)	3.40	1	h	h	s	p	m	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Euscelis incisus	(Kirschbaum, 1858)	3.70	0.75	h	h	s	p	p	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Evacanthus interruptus	(Linnaeus, 1758)	6.00	1	h	h	s	p	x	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Fagocyba cruenta	(Herrich-Schäffer, 1838)	3.65	1	h	h	s	p	m	NA	NA	t	t	*
Hemiptera	Cicadomorpha	Cicadellidae	Forcipata citrinella	(Zetterstedt, 1828)	3.45	1	h	h	s	m	m	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Goniagnathus brevis	(Herrich-Schäffer, 1835)	5.00	1	h	h	s	m	p	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Graphocraerus ventralis	(Fallen, 1806)	5.50	1	h	h	s	o	p	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Grypotes puncticollis	(Herrich-Schäffer, 1834)	4.50	1	h	h	s	m	p	NA	NA	t	t	*
Hemiptera	Cicadomorpha	Cicadellidae	Hardya tenuis	(Germar, 1821)	3.35	1	h	h	s	o	p	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Hesium domino	(Reuter, 1880)	6.30	1	h	h	s	o	p	NA	NA	h-t	u	
Hemiptera	Cicadomorpha	Cicadellidae	Jassargus pseudocellaris	(Flor, 1861)	3.05	1	h	h	s	o	p	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Kybos smaragdulus	(Fallen, 1806)	4.20	1	h	h	s	m	m	NA	NA	t	t	*
Hemiptera	Cicadomorpha	Cicadellidae	Macropsis scutellata	(Boheman, 1845)	4.75	1	h	h	s	m	p	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Macrosteles cristatus	(Ribaut, 1927)	3.75	1	h	h	s	p	p	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Macrosteles laevis	(Ribaut, 1927)	3.60	1	h	h	s	p	p	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Macrosteles lividus	(Edwards, 1894)	4.00	1	h	h	s	m	p	NA	NA	h	h	*
Hemiptera	Cicadomorpha	Cicadellidae	Macrosteles maculosus	(Then, 1897)	2.95	1	h	h	s	m	p	NA	NA	h	h	*
Hemiptera	Cicadomorpha	Cicadellidae	Macrosteles sexnotatus	(Fallen, 1806)	3.50	1	h	h	s	p	p	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Macrosteles viridigriseus	(Edwards, 1922)	3.35	1	h	h	s	o	p	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Macustus grisescens	(Zetterstedt, 1828)	4.70	0.75	h	h	s	o	p	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Megophthalmus scanicus	(Fallen, 1806)	2.95	1	h	h	s	o	p	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Mocuellus collinus	(Boheman, 1850)	3.85	0.25	h	h	s	o	p	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Mocuellus metrius	(Flor, 1861)	4.10	1	h	h	s	m	p	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Mocydia crocea	(Herrich-Schäffer, 1837)	4.85	1	h	h	s	o	p	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Neoaliturus fenestratus	(Herrich-Schäffer, 1834)	3.10	1	h	h	s	o	p	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Notus flavipennis	(Zetterstedt, 1828)	3.95	1	h	h	s	o	m	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Paluda flaveola	(Boheman, 1845)	4.70	1	h	h	s	o	p	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Pithyotettix abietinus	(Fallen, 1806)	5.65	1	h	h	s	m	p	NA	NA	t	t	*
Hemiptera	Cicadomorpha	Cicadellidae	Planaphrodes trifasciatus	(Fourcroy, 1785)	4.25	1	h	h	s	o	p	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Psammotettix alienus	(Dahlbom, 1850)	4.15	1	h	h	s	o	p	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Psammotettix cephalotes	(Herrich-Schäffer, 1834)	3.20	1	h	h	s	m	p	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Psammotettix confinis	(Dahlbom, 1850)	3.60	1	h	h	s	o	p	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Psammotettix helvolus	(Kirschbaum, 1868)	3.20	0.75	h	h	s	o	p	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Psammotettix kolosvarensis	(Matsumura, 1908)	3.75	1	h	h	s	o	p	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Psammotettix nodosus	(Ribaut, 1925)	3.40	1	h	h	s	o	p	NA	NA	h	h	*
Hemiptera	Cicadomorpha	Cicadellidae	Rhopalopyx adumbrata	(Sahlberg, 1842)	3.85	1	h	h	s	m	p	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Rhopalopyx preyssleri	(Herrich-Schäffer, 1838)	3.75	1	h	h	s	m	p	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Rhopalopyx vitripennis	(Flor, 1861)	3.80	1	h	h	s	m	p	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Speudotettix subfusculus	(Fallen, 1806)	5.50	1	h	h	s	p	p	NA	NA	h-t	u	
Hemiptera	Cicadomorpha	Cicadellidae	Streptanus aemulans	(Kirschbaum, 1868)	5.05	0.5	h	h	s	o	p	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Streptanus marginatus	(Kirschbaum, 1858)	3.80	0.25	h	h	s	o	p	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Streptanus sordidus	(Zetterstedt, 1828)	4.35	0.5	h	h	s	o	p	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Turrutus socialis	(Flor, 1861)	3.35	0.75	h	h	s	o	p	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Utecha trivia	(Germar, 1821)	3.05	0	h	h	s	p	p	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Verdanus abdominalis	(Fabricius, 1803)	4.15	0.75	h	h	s	o	p	NA	NA	h	h	
Hemiptera	Cicadomorpha	Cicadellidae	Wagneripteryx germari	(Zetterstedt, 1840)	4.30	1	h	h	s	m	m	NA	NA	t	t	*
Hemiptera	Cicadomorpha	Cicadellidae	Zyginidia scutellaris	(Herrich-Schäffer, 1838)	2.85	1	h	h	s	o	m	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Cixiidae	Cixius nervosus	(Linnaeus, 1758)	7.50	1	h	h	s	p	p	NA	NA	g-t	u	*
Hemiptera	Fulgoromorpha	Cixiidae	Cixius simplex	(Herrich-Schäffer, 1835)	5.85	1	h	h	s	p	p	NA	NA	g-t	u	
Hemiptera	Fulgoromorpha	Cixiidae	Reptalus panzeri	Löw, 1883	7.50	1	h	h	s	o	p	NA	NA	g-t	u	
Hemiptera	Fulgoromorpha	Cixiidae	Tachycixius pilosus	(Olivier, 1791)	5.00	1	h	h	s	o	p	NA	NA	g-t	u	*
Hemiptera	Fulgoromorpha	Cixiidae	Trigonocranus emmeae	Fieber, 1876	4.00	0.5	h	h	s	p	p	NA	NA	g	g	
Hemiptera	Fulgoromorpha	Delphacidae	Acanthodelphax denticauda	(Boheman, 1847)	3.00	0.5	h	h	s	m	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Acanthodelphax spinosus	(Fieber, 1866)	2.00	0	h	h	s	m	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Anakelisia perspicillata	(Boheman, 1845)	2.25	0.5	h	h	s	m	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Asiraca clavicornis	(Fabricius, 1794)	4.30	1	h	h	s	p	p	NA	NA	h-(t)	u	
Hemiptera	Fulgoromorpha	Delphacidae	Chloriona smaragdula	(Stal, 1853)	4.80	0.75	h	h	s	m	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Conomelus anceps	(Germar, 1821)	2.80	0	h	h	s	m	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Criomorphus albomarginatus	Curtis, 1833	3.00	0.5	h	h	s	o	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Delphacinus mesomelas	(Boheman, 1850)	3.00	0.25	h	h	s	m	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Dicranotropis divergens	Kirschbaum, 1868	2.85	0	h	h	s	m	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Dicranotropis hamata	(Boheman, 1847)	3.80	0.5	h	h	s	o	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Ditropis pteridis	(Spinola, 1839)	3.50	0.25	h	h	s	m	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Ditropsis flavipes	(Signoret, 1865)	2.35	0	h	h	s	m	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Eurybregma nigrolineata	Scott, 1875	4.20	0.5	h	h	s	o	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Eurysula lurida	(Fieber, 1866)	3.10	0.5	h	h	s	m	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Hyledelphax elegantulus	(Boheman, 1847)	3.00	0.25	h	h	s	o	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Jassidaeus lugubris	(Signoret, 1865)	2.10	0.25	h	h	s	m	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Javesella dubia	(Kirschbaum, 1868)	3.25	0.25	h	h	s	o	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Javesella forcipata	(Boheman, 1847)	3.00	0.25	h	h	s	o	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Javesella obscurella	(Boheman, 1847)	3.10	0.25	h	h	s	o	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Javesella pellucida	(Fabricius, 1794)	3.55	0.75	h	h	s	o	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Kelisia guttula	(Germar, 1818)	3.15	0.5	h	h	s	m	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Kelisia monoceros	Ribaut, 1934	3.10	0.5	h	h	s	m	p	NA	NA	h	h	*
Hemiptera	Fulgoromorpha	Delphacidae	Kosswigianella exigua	(Boheman, 1847)	2.50	0.5	h	h	s	m	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Laodelphax striatellus	(Fallen, 1826)	3.30	0.75	h	h	s	o	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Megadelphax haglundi	(Sahlberg, 1871)	3.05	0.25	h	h	s	o	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Megadelphax sordidulus	(Stal, 1853)	4.15	0.25	h	h	s	m	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Megamelus notulus	(Germar, 1830)	3.65	0.25	h	h	s	m	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Muellerianella brevipennis	(Boheman, 1847)	3.40	0.5	h	h	s	m	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Muellerianella extrusa	(Scott, 1871)	3.15	0.5	h	h	s	m	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Muellerianella fairmairei	(Perris, 1857)	3.45	0.5	h	h	s	m	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Muirodelphax aubei	(Perris, 1857)	3.10	0.25	h	h	s	m	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Paraliburnia adela	(Flor, 1861)	3.70	0.25	h	h	s	m	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Paraliburnia clypealis	(Sahlberg, 1871)	3.05	0.25	h	h	s	m	p	NA	NA	h	h	*
Hemiptera	Fulgoromorpha	Delphacidae	Ribautodelphax albostriatus	(Fieber, 1866)	3.35	0.5	h	h	s	m	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Ribautodelphax angulosus	(Ribaut, 1953)	2.90	0.5	h	h	s	m	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Ribautodelphax collinus	(Boheman, 1847)	3.10	0.5	h	h	s	m	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Ribautodelphax pungens	(Ribaut, 1953)	3.25	0.5	h	h	s	m	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Stenocranus fuscovittatus	(Stal, 1858)	5.35	0.5	h	h	s	m	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Stenocranus major	(Kirschbaum, 1868)	6.05	0.5	h	h	s	m	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Stenocranus minutus	(Fabricius, 1787)	5.15	0.5	h	h	s	m	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Stiroma affinis	Fieber, 1866	3.75	0.25	h	h	s	o	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Stiroma bicarinata	(Herrich-Schäffer, 1835)	4.00	0.5	h	h	s	o	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Xanthodelphax flaveolus	(Flor, 1861)	2.75	0.5	h	h	s	m	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Delphacidae	Xanthodelphax stramineus	(Stal, 1858)	3.00	0.5	h	h	s	m	p	NA	NA	h	h	
Hemiptera	Fulgoromorpha	Tettigometridae	Tettigometra impressopunctata	Dufour, 1846	4.55	1	h	h	s	p	p	NA	NA	g-h-(t)	u	
Hemiptera	Heteroptera	Acanthosomatidae	Cyphostethus tristriatus	(Fabricius, 1787)	9.50	1	h	h	s	o	r	NA	NA	t	t	
Hemiptera	Heteroptera	Acanthosomatidae	Elasmostethus interstinctus	(Linnaeus, 1758)	9.70	1	h	h	s	o	r	NA	NA	t	t	*
Hemiptera	Heteroptera	Acanthosomatidae	Elasmucha grisea	(Linnaeus, 1758)	8.00	1	h	h	s	o	m-r	NA	NA	t	t	*
Hemiptera	Heteroptera	Alydidae	Alydus calcaratus	(Linnaeus, 1758)	11.00	1	h	h	s	o	r-se	NA	NA	g-(h)	u	
Hemiptera	Heteroptera	Anthocoridae	Anthocoris nemoralis	(Fabricius, 1794)	3.70	1	c-(h)	c	s	NA	NA	NA	NA	t	t	*
Hemiptera	Heteroptera	Anthocoridae	Anthocoris nemorum	(Linnaeus, 1761)	3.90	1	c-(h)	c	s	NA	NA	NA	NA	h-t	u	
Hemiptera	Heteroptera	Anthocoridae	Orius majusculus	(Reuter, 1879)	2.80	1	c-(h)	c	s	NA	NA	NA	NA	h-t	u	
Hemiptera	Heteroptera	Anthocoridae	Orius minutus	(Linnaeus, 1758)	2.30	1	c-(h)	c	s	NA	NA	NA	NA	h	h	
Hemiptera	Heteroptera	Anthocoridae	Orius niger	(Wolff, 1811)	2.00	1	c-(h)	c	s	NA	NA	NA	NA	h	h	
Hemiptera	Heteroptera	Anthocoridae	Temnostethus gracilis	Horvath, 1907	2.40	0.25	c	c	s	NA	NA	NA	NA	t	t	*
Hemiptera	Heteroptera	Anthocoridae	Temnostethus pusillus	(Herrich-Schäffer, 1835)	2.80	0.75	c	c	s	NA	NA	NA	NA	t	t	*
Hemiptera	Heteroptera	Anthocoridae	Xylocoris galactinus	(Fieber, 1836)	2.70	1	c	c	s	NA	NA	NA	NA	g	g	
Hemiptera	Heteroptera	Berytidae	Berytinus clavipes	(Fabricius, 1775)	7.40	0.75	h-(c)	h	s	m	p	NA	NA	(g)-h	u	
Hemiptera	Heteroptera	Berytidae	Berytinus crassipes	(Herrich-Schäffer, 1835)	5.00	0.5	h-(c)	h	s	o	p	NA	NA	g-h	u	
Hemiptera	Heteroptera	Berytidae	Berytinus minor	(Herrich-Schäffer, 1835)	6.00	0.5	h-(c)	h	s	o	p	NA	NA	g-(h)	u	
Hemiptera	Heteroptera	Berytidae	Berytinus signoreti	(Fieber, 1859)	4.90	1	h-(c)	h	s	o	p	NA	NA	g-h	u	
Hemiptera	Heteroptera	Berytidae	Gampsocoris punctipes	(Germar, 1822)	3.80	1	h	h	s	m	m-p	NA	NA	(g)-h	u	
Hemiptera	Heteroptera	Berytidae	Neides tipularius	(Linnaeus, 1758)	10.50	0.75	h-(c)	h	s	p	p	NA	NA	g-(h)	u	
Hemiptera	Heteroptera	Coreidae	Bathysolen nubilus	(Fallen, 1807)	5.80	1	h	h	s	o	se	NA	NA	g	g	
Hemiptera	Heteroptera	Coreidae	Coreus marginatus	(Linnaeus, 1758)	13.00	1	h	h	s	p	m-r	NA	NA	h	h	
Hemiptera	Heteroptera	Coreidae	Coriomeris denticulatus	(Scopoli, 1763)	8.70	1	h	h	s	o	p	NA	NA	g-(h)	u	
Hemiptera	Heteroptera	Coreidae	Syromastus rhombeus	(Linnaeus, 1767)	10.50	1	h	h	s	o	p	NA	NA	g-(h)-(t)	u	
Hemiptera	Heteroptera	Lygaeidae	Chilacis typhae	(Perris, 1857)	4.20	1	h	h	s	m	r	NA	NA	h	h	*
Hemiptera	Heteroptera	Lygaeidae	Cymus claviculus	(Fallen, 1807)	3.20	1	h	h	s	o	p-r	NA	NA	h	h	
Hemiptera	Heteroptera	Lygaeidae	Cymus glandicolor	Hahn, 1832	4.40	1	h	h	s	o	r	NA	NA	h	h	
Hemiptera	Heteroptera	Lygaeidae	Cymus melanocephalus	Fieber, 1861	3.50	1	h	h	s	o	r	NA	NA	h	h	
Hemiptera	Heteroptera	Lygaeidae	Drymus sylvaticus	(Fabricius, 1775)	4.10	1	h	h	s	p	se	NA	NA	g	g	*
Hemiptera	Heteroptera	Lygaeidae	Gastrodes abietum	Bergroth, 1914	6.50	1	h	h	s	o	p-se	NA	NA	t	t	*
Hemiptera	Heteroptera	Lygaeidae	Ischnodemus sabuleti	(Fallen, 1826)	5.00	0.25	h	h	s	o	m-p	NA	NA	h	h	
Hemiptera	Heteroptera	Lygaeidae	Kleidocerys resedae	(Panzer, 1797)	5.20	1	h-(c)	h	s	o	r	NA	NA	t	t	*
Hemiptera	Heteroptera	Lygaeidae	Macroplax preyssleri	(Fieber, 1837)	3.50	0.25	h	h	s	m	se	NA	NA	g	g	
Hemiptera	Heteroptera	Lygaeidae	Megalonotus chiragra	(Fabricius, 1794)	5.90	0.25	h	h	s	p	se	NA	NA	g	g	
Hemiptera	Heteroptera	Lygaeidae	Nysius cymoides	(Spinola, 1837)	3.60	1	h	h	s	p	se	NA	NA	g-h	u	
Hemiptera	Heteroptera	Lygaeidae	Nysius ericae	(Schilling, 1829)	4.00	1	h	h	s	p	se	NA	NA	g-h	u	
Hemiptera	Heteroptera	Lygaeidae	Nysius senecionis	(Schilling, 1829)	4.30	1	h	h	s	p	se	NA	NA	g-h	u	
Hemiptera	Heteroptera	Lygaeidae	Nysius thymi	(Wolff, 1804)	4.00	1	h	h	s	p	se	NA	NA	g-h	u	
Hemiptera	Heteroptera	Lygaeidae	Peritrechus geniculatus	(Hahn, 1832)	5.40	1	h	h	s	p	se	NA	NA	g	g	
Hemiptera	Heteroptera	Lygaeidae	Peritrechus nubilus	(Fallen, 1807)	5.20	1	h	h	s	p	se	NA	NA	g	g	
Hemiptera	Heteroptera	Lygaeidae	Rhyparochromus pini	(Linnaeus, 1758)	7.40	1	h	h	s	p	se	NA	NA	g	g	
Hemiptera	Heteroptera	Lygaeidae	Scolopostethus affinis	(Schilling, 1829)	3.50	0.25	h	h	s	p	r-se	NA	NA	g-h	u	
Hemiptera	Heteroptera	Lygaeidae	Scolopostethus thomsoni	Reuter, 1875	3.70	0.5	h	h	s	p	r-se	NA	NA	g-h	u	
Hemiptera	Heteroptera	Lygaeidae	Stygnocoris rusticus	(Fallen, 1807)	3.70	0.25	h	h	s	p	r-se	NA	NA	g-h	g	
Hemiptera	Heteroptera	Lygaeidae	Stygnocoris sabulosus	(Schilling, 1829)	2.80	1	h	h	s	p	r-se	NA	NA	g-h	g	
Hemiptera	Heteroptera	Lygaeidae	Trapezonotus arenarius	(Linnaeus, 1758)	4.50	0.75	h	h	s	p	se	NA	NA	g	g	
Hemiptera	Heteroptera	Miridae	Acetropis carinata	(Herrich-Schäffer, 1841)	6.40	0.5	h	h	s	o	r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Adelphocoris lineolatus	(Goeze, 1778)	8.40	1	h	h	s	p	r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Adelphocoris quadripunctatus	(Fabricius, 1794)	8.90	1	h	h	s	m	r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Adelphocoris seticornis	(Fabricius, 1775)	7.50	1	h-(c)	h	s	o	r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Adelphocoris ticinensis	(Meyer-Dür, 1843)	7.30	1	c-h	o	s	p	r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Amblytylus nasutus	(Kirschbaum, 1856)	4.30	1	h	h	s	o	r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Apolygus spinolae	(Meyer-Dür, 1841)	5.50	1	h-(c)	h	s	p	r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Atractotomus magnicornis	(Fallen, 1807)	3.10	1	c-h	o	s	o	m	NA	NA	t	t	*
Hemiptera	Heteroptera	Miridae	Calocoris affinis	(Herrich-Schäffer, 1835)	7.50	1	h	h	s	p	m-r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Calocoris roseomaculatus	(De Geer, 1773)	7.20	1	h	h	s	p	r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Campyloneura virgula	(Herrich-Schäffer, 1835)	4.30	1	c	c	s	NA	NA	NA	NA	t	t	*
Hemiptera	Heteroptera	Miridae	Capsodes gothicus	(Linnaeus, 1758)	6.50	1	c-h	o	s	p	m-p	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Capsus ater	(Linnaeus, 1758)	5.70	1	h	h	s	o	m-p-r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Charagochilus gyllenhalii	(Fallen, 1807)	3.80	0.75	h	h	s	o	r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Chlamydatus pulicarius	(Fallen, 1807)	2.50	1	h-(c)	h	s	p	p	NA	NA	g	g	
Hemiptera	Heteroptera	Miridae	Chlamydatus pullus	(Reuter, 1870)	2.30	1	h-(c)	h	s	p	p	NA	NA	g	g	
Hemiptera	Heteroptera	Miridae	Chlamydatus saltitans	(Fallen, 1807)	2.60	0.25	c-h	o	s	p	p	NA	NA	g	g	
Hemiptera	Heteroptera	Miridae	Closterotomus norwegicus	(Gmelin, 1790)	7.00	1	h	h	s	p	r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Cremnocephalus alpestris	Wagner, 1941	5.30	1	c-h	o	s	o	m	NA	NA	t	t	*
Hemiptera	Heteroptera	Miridae	Criocoris crassicornis	(Hahn, 1834)	3.30	1	h	h	s	m	m-p	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Deraeocoris annulipes	(Herrich-Schäffer, 1842)	6.80	1	c	c	s	NA	NA	NA	NA	t	t	*
Hemiptera	Heteroptera	Miridae	Deraeocoris ruber	(Linnaeus, 1758)	7.10	1	c	c	s	NA	NA	NA	NA	h-t	u	
Hemiptera	Heteroptera	Miridae	Dicyphus annulatus	(Wolff, 1804)	3.20	1	c-h	o	s	m	m-p	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Dicyphus errans	(Wolff, 1804)	4.80	1	c-h	o	s	m	p	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Europiella artemisiae	(Becker, 1864)	3.00	1	h	h	s	m	m-p-r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Euryopicoris nitidus	(Meyer-Dür, 1843)	3.80	0.25	h	h	s	p	m-p-r	NA	NA	g-h	u	
Hemiptera	Heteroptera	Miridae	Globiceps flavomaculatus	(Fabricius, 1794)	5.80	0.5	c-h	o	s	p	r	NA	NA	h-t	u	
Hemiptera	Heteroptera	Miridae	Globiceps fulvicollis	Jakovlev, 1877	5.20	0.5	c-h	o	s	p	r	NA	NA	h-t	u	
Hemiptera	Heteroptera	Miridae	Hadrodemus m-flavum	(Goeze, 1778)	7.30	1	h	h	s	m	m-p-r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Halticus apterus	(Linnaeus, 1758)	2.60	0.25	h	h	s	o	m-r	NA	NA	(g)-h	u	
