"idsite","site","idplot","codeplot","num_horizon","code_anasol","valeur","unite"
9,"Ristolas",22,"RIS_2570",3,"Calcium (Ca)",0.402,"cmol+/kg"
9,"Ristolas",22,"RIS_2570",1,"Carbone (C) organique",44.4,"g/kg"
9,"Ristolas",22,"RIS_2570",2,"Carbone (C) organique",27.6,"g/kg"
9,"Ristolas",22,"RIS_2570",3,"Carbone (C) organique",21.5,"g/kg"
9,"Ristolas",22,"RIS_2570",1,"CEC cobaltihexamine",3.86,"cmol+/kg"
9,"Ristolas",22,"RIS_2570",2,"CEC cobaltihexamine",1.32,"cmol+/kg"
9,"Ristolas",22,"RIS_2570",3,"CEC cobaltihexamine",1.41,"cmol+/kg"
9,"Ristolas",22,"RIS_2570",1,"C/N",11.1,"ratio"
9,"Ristolas",22,"RIS_2570",2,"C/N",11.3,"ratio"
9,"Ristolas",22,"RIS_2570",3,"C/N",10.6,"ratio"
9,"Ristolas",22,"RIS_2570",1,"Fer (Fe)",0.0133,"cmol+/kg"
9,"Ristolas",22,"RIS_2570",2,"Fer (Fe)",0.0113,"cmol+/kg"
9,"Ristolas",22,"RIS_2570",3,"Fer (Fe)",0.0081,"cmol+/kg"
9,"Ristolas",22,"RIS_2570",1,"Limons fins (2/20 µm)",235,"g/kg"
9,"Ristolas",22,"RIS_2570",2,"Limons fins (2/20 µm)",251,"g/kg"
9,"Ristolas",22,"RIS_2570",3,"Limons fins (2/20 µm)",214,"g/kg"
9,"Ristolas",22,"RIS_2570",1,"Limons grossiers (20/50 µm)",154,"g/kg"
9,"Ristolas",22,"RIS_2570",2,"Limons grossiers (20/50 µm)",140,"g/kg"
9,"Ristolas",22,"RIS_2570",3,"Limons grossiers (20/50 µm)",133,"g/kg"
9,"Ristolas",22,"RIS_2570",1,"Magnésium (Mg)",0.45,"cmol+/kg"
9,"Ristolas",22,"RIS_2570",2,"Magnésium (Mg)",0.0333,"cmol+/kg"
9,"Ristolas",22,"RIS_2570",3,"Magnésium (Mg)",0.0296,"cmol+/kg"
9,"Ristolas",22,"RIS_2570",1,"Manganèse (Mn)",0.0352,"cmol+/kg"
9,"Ristolas",22,"RIS_2570",2,"Manganèse (Mn)",0,"cmol+/kg"
9,"Ristolas",22,"RIS_2570",3,"Manganèse (Mn)",0,"cmol+/kg"
9,"Ristolas",22,"RIS_2570",1,"Matiere organique",76.8,"g/kg"
9,"Ristolas",22,"RIS_2570",2,"Matiere organique",47.7,"g/kg"
9,"Ristolas",22,"RIS_2570",3,"Matiere organique",37.2,"g/kg"
9,"Ristolas",22,"RIS_2570",1,"pH",4.18,"Pas d'unité"
9,"Ristolas",22,"RIS_2570",1,"pH",4.83,"Pas d'unité"
9,"Ristolas",22,"RIS_2570",2,"pH",4.46,"Pas d'unité"
9,"Ristolas",22,"RIS_2570",2,"pH",4.88,"Pas d'unité"
9,"Ristolas",22,"RIS_2570",3,"pH",4.51,"Pas d'unité"
9,"Ristolas",22,"RIS_2570",3,"pH",5.15,"Pas d'unité"
9,"Ristolas",22,"RIS_2570",1,"Phosphore (P2O5)",0.025,"g/kg"
9,"Ristolas",22,"RIS_2570",2,"Phosphore (P2O5)",0.009,"g/kg"
9,"Ristolas",22,"RIS_2570",3,"Phosphore (P2O5)",0.021,"g/kg"
9,"Ristolas",22,"RIS_2570",1,"Potassium (K)",0.176,"cmol+/kg"
9,"Ristolas",22,"RIS_2570",2,"Potassium (K)",0.0289,"cmol+/kg"
9,"Ristolas",22,"RIS_2570",3,"Potassium (K)",0,"cmol+/kg"
9,"Ristolas",22,"RIS_2570",1,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",1,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",1,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",1,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",1,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",1,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",1,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",1,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",1,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",1,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",1,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",1,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",1,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",1,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",1,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",1,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",1,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",1,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",1,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",1,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",1,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",2,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",2,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",2,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",2,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",2,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",2,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",2,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",2,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",2,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",2,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",2,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",2,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",2,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",2,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",2,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",2,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",2,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",2,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",2,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",2,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",2,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",3,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",3,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",3,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",3,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",3,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",3,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",3,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",3,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",3,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",3,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",3,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",3,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",3,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",3,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",3,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",3,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",3,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",3,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",3,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",3,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",3,"Préparation",1,"boolean"
9,"Ristolas",22,"RIS_2570",1,"Sables fins (50/200 µm)",195,"g/kg"
9,"Ristolas",22,"RIS_2570",2,"Sables fins (50/200 µm)",153,"g/kg"
9,"Ristolas",22,"RIS_2570",3,"Sables fins (50/200 µm)",161,"g/kg"
9,"Ristolas",22,"RIS_2570",1,"Sables grossiers (200/2000 µm)",287,"g/kg"
9,"Ristolas",22,"RIS_2570",2,"Sables grossiers (200/2000 µm)",365,"g/kg"
9,"Ristolas",22,"RIS_2570",3,"Sables grossiers (200/2000 µm)",414,"g/kg"
9,"Ristolas",22,"RIS_2570",1,"Sodium (Na)",0.0927,"cmol+/kg"
9,"Ristolas",22,"RIS_2570",2,"Sodium (Na)",0.0226,"cmol+/kg"
9,"Ristolas",22,"RIS_2570",3,"Sodium (Na)",0.119,"cmol+/kg"
9,"Ristolas",22,"RIS_2570",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",2,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",2,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",2,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",2,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",2,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",2,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",2,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",2,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",2,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",2,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",2,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",2,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",2,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",2,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",2,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",2,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",2,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",2,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",2,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",2,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",2,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",3,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",3,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",3,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",3,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",3,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",3,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",3,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",3,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",3,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",3,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",3,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",3,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",3,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",3,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",3,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",3,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",3,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",3,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",3,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",3,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",22,"RIS_2570",3,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",23,"RIS_2770",1,"Aluminium (Al)",0.537,"cmol+/kg"
9,"Ristolas",23,"RIS_2770",2,"Aluminium (Al)",0.99,"cmol+/kg"
9,"Ristolas",23,"RIS_2770",1,"Argile (< 2 µm)",295,"g/kg"
9,"Ristolas",23,"RIS_2770",2,"Argile (< 2 µm)",238,"g/kg"
9,"Ristolas",23,"RIS_2770",1,"Azote (N) total",6.75,"g/kg"
9,"Ristolas",23,"RIS_2770",2,"Azote (N) total",3.59,"g/kg"
9,"Ristolas",23,"RIS_2770",1,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Broyage (< 250 µm)",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Calcaire (CaCO3) total",0,"g/kg"
9,"Ristolas",23,"RIS_2770",2,"Calcaire (CaCO3) total",0,"g/kg"
9,"Ristolas",23,"RIS_2770",1,"Calcium (Ca)",13,"cmol+/kg"
9,"Ristolas",23,"RIS_2770",2,"Calcium (Ca)",6.17,"cmol+/kg"
9,"Ristolas",23,"RIS_2770",1,"Carbone (C) organique",74.7,"g/kg"
9,"Ristolas",23,"RIS_2770",2,"Carbone (C) organique",38.2,"g/kg"
9,"Ristolas",23,"RIS_2770",1,"CEC cobaltihexamine",12.7,"cmol+/kg"
9,"Ristolas",23,"RIS_2770",2,"CEC cobaltihexamine",7.62,"cmol+/kg"
9,"Ristolas",23,"RIS_2770",1,"C/N",11.1,"ratio"
9,"Ristolas",23,"RIS_2770",2,"C/N",10.7,"ratio"
9,"Ristolas",23,"RIS_2770",1,"Fer (Fe)",0.0111,"cmol+/kg"
9,"Ristolas",23,"RIS_2770",2,"Fer (Fe)",0.0083,"cmol+/kg"
9,"Ristolas",23,"RIS_2770",1,"Limons fins (2/20 µm)",360,"g/kg"
9,"Ristolas",23,"RIS_2770",2,"Limons fins (2/20 µm)",395,"g/kg"
9,"Ristolas",23,"RIS_2770",1,"Limons grossiers (20/50 µm)",116,"g/kg"
9,"Ristolas",23,"RIS_2770",2,"Limons grossiers (20/50 µm)",137,"g/kg"
9,"Ristolas",23,"RIS_2770",1,"Magnésium (Mg)",0.912,"cmol+/kg"
9,"Ristolas",23,"RIS_2770",2,"Magnésium (Mg)",0.415,"cmol+/kg"
9,"Ristolas",23,"RIS_2770",1,"Manganèse (Mn)",0.0189,"cmol+/kg"
9,"Ristolas",23,"RIS_2770",2,"Manganèse (Mn)",0.0141,"cmol+/kg"
9,"Ristolas",23,"RIS_2770",1,"Matiere organique",129,"g/kg"
9,"Ristolas",23,"RIS_2770",2,"Matiere organique",66.2,"g/kg"
9,"Ristolas",23,"RIS_2770",1,"pH",4.39,"Pas d'unité"
9,"Ristolas",23,"RIS_2770",1,"pH",5.2,"Pas d'unité"
9,"Ristolas",23,"RIS_2770",2,"pH",4.27,"Pas d'unité"
9,"Ristolas",23,"RIS_2770",2,"pH",5.49,"Pas d'unité"
9,"Ristolas",23,"RIS_2770",1,"Phosphore (P2O5)",0.025,"g/kg"
9,"Ristolas",23,"RIS_2770",2,"Phosphore (P2O5)",0.011,"g/kg"
9,"Ristolas",23,"RIS_2770",1,"Potassium (K)",0.451,"cmol+/kg"
9,"Ristolas",23,"RIS_2770",2,"Potassium (K)",0.148,"cmol+/kg"
9,"Ristolas",23,"RIS_2770",1,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",2,"Préparation",1,"boolean"
9,"Ristolas",23,"RIS_2770",1,"Sables fins (50/200 µm)",103,"g/kg"
9,"Ristolas",23,"RIS_2770",2,"Sables fins (50/200 µm)",105,"g/kg"
9,"Ristolas",23,"RIS_2770",1,"Sables grossiers (200/2000 µm)",126,"g/kg"
9,"Ristolas",23,"RIS_2770",2,"Sables grossiers (200/2000 µm)",125,"g/kg"
9,"Ristolas",23,"RIS_2770",1,"Sodium (Na)",0.0298,"cmol+/kg"
9,"Ristolas",23,"RIS_2770",2,"Sodium (Na)",0.0279,"cmol+/kg"
9,"Ristolas",23,"RIS_2770",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",23,"RIS_2770",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",23,"RIS_2770",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",23,"RIS_2770",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",23,"RIS_2770",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",23,"RIS_2770",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",23,"RIS_2770",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",23,"RIS_2770",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",23,"RIS_2770",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",23,"RIS_2770",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",23,"RIS_2770",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",23,"RIS_2770",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",23,"RIS_2770",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",23,"RIS_2770",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",23,"RIS_2770",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",23,"RIS_2770",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",23,"RIS_2770",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",23,"RIS_2770",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",23,"RIS_2770",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",23,"RIS_2770",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",23,"RIS_2770",1,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",23,"RIS_2770",2,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",23,"RIS_2770",2,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",23,"RIS_2770",2,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",23,"RIS_2770",2,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",23,"RIS_2770",2,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",23,"RIS_2770",2,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",23,"RIS_2770",2,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",23,"RIS_2770",2,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",23,"RIS_2770",2,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",23,"RIS_2770",2,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",23,"RIS_2770",2,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",23,"RIS_2770",2,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",23,"RIS_2770",2,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",23,"RIS_2770",2,"Traitement Carbone",NA,"Modalité qualitative"
9,"Ristolas",23,"RIS_2770",2,"Traitement Carbone",NA,"Modalité qualitative"
