"site","idsite","idplot","codeplot","idtiers","cd_nom","lb_nom","observateur_1","observateur_2","date"
"Armenaz",3,37,"ARM_1520","c",113389,"Phyteuma orbiculare","","","2017-07-01"
"Armenaz",3,37,"ARM_1520","c",113474,"Picris hieracioides","","","2017-07-01"
"Armenaz",3,37,"ARM_1520","c",114542,"Polygala chamaebuxus","","","2017-07-01"
"Armenaz",3,37,"ARM_1520","c",114612,"Polygonatum odoratum","","","2017-07-01"
"Armenaz",3,37,"ARM_1520","c",115993,"Prunella grandiflora","","","2017-07-01"
"Armenaz",3,37,"ARM_1520","c",117587,"Rhinanthus alectorolophus","","","2017-07-01"
"Armenaz",3,37,"ARM_1520","c",118397,"Rosa pendulina","","","2017-07-01"
"Armenaz",3,37,"ARM_1520","c",118521,"Rosa spinosissima","","","2017-07-01"
"Armenaz",3,37,"ARM_1520","c",121367,"Scabiosa lucida","","","2017-07-01"
"Armenaz",3,37,"ARM_1520","c",122971,"Serratula tinctoria","","","2017-07-01"
"Armenaz",3,37,"ARM_1520","c",123071,"Sesleria caerulea","","","2017-07-01"
"Armenaz",3,37,"ARM_1520","c",123683,"Silene vulgaris","","","2017-07-01"
"Armenaz",3,37,"ARM_1520","c",141214,"Silene vulgaris subsp. vulgaris","","","2017-07-01"
"Armenaz",3,37,"ARM_1520","c",127029,"Tragopogon pratensis","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",999999,"aaa - En attente de détermination","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",999999,"aaa - En attente de détermination","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",80591,"Agrostis capillaris","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",81032,"Alchemilla alpigena","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",81130,"Alchemilla monticola","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",81195,"Alchemilla xanthochlora","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",84936,"Astrantia major","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",86082,"Bistorta vivipara","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",86107,"Blitum bonus-henricus","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",86490,"Briza media","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",87716,"Campanula rhomboidalis","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",88504,"Carex ferruginea","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",88510,"Carex flacca","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",132843,"Carlina acaulis subsp. caulescens","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",89651,"Centaurea nervosa","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",90359,"Chaerophyllum villarsii","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",93116,"Crepis pyrenaica","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",94626,"Deschampsia cespitosa","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",97490,"Euphorbia cyparissias","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",98319,"Festuca laevigata","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",98586,"Festuca trichophylla","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",99511,"Galium pumilum","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",103301,"Hypericum montanum","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",103324,"Hypericum richeri","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",105768,"Leucanthemum adustum","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",106653,"Lotus corniculatus","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",109366,"Nardus stricta","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",112602,"Pedicularis tuberosa","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",113224,"Phleum rhaeticum","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",115414,"Potentilla aurea","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",115470,"Potentilla erecta","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",117262,"Ranunculus tuberosus","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",119977,"Salix caprea","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",122593,"Senecio doronicum","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",122971,"Serratula tinctoria","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",125295,"Succisa pratensis","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",126566,"Thymus pulegioides","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",127029,"Tragopogon pratensis","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",127216,"Trifolium alpestre","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",127382,"Trifolium medium","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",127395,"Trifolium montanum","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",127439,"Trifolium pratense","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",127872,"Trollius europaeus","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",128345,"Vaccinium myrtillus","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","a",128938,"Veronica officinalis","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","b",999999,"aaa - En attente de détermination","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","b",80591,"Agrostis capillaris","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","b",81032,"Alchemilla alpigena","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","b",81130,"Alchemilla monticola","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","b",81195,"Alchemilla xanthochlora","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","b",84936,"Astrantia major","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","b",86490,"Briza media","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","b",87716,"Campanula rhomboidalis","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","b",88504,"Carex ferruginea","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","b",88747,"Carex pallescens","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","b",89651,"Centaurea nervosa","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","b",90359,"Chaerophyllum villarsii","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","b",93116,"Crepis pyrenaica","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","b",94626,"Deschampsia cespitosa","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","b",97490,"Euphorbia cyparissias","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","b",98319,"Festuca laevigata","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","b",98586,"Festuca trichophylla","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","b",99511,"Galium pumilum","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","b",103301,"Hypericum montanum","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","b",103324,"Hypericum richeri","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","b",106653,"Lotus corniculatus","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","b",109366,"Nardus stricta","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","b",113224,"Phleum rhaeticum","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","b",115414,"Potentilla aurea","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","b",115470,"Potentilla erecta","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","b",117262,"Ranunculus tuberosus","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","b",122971,"Serratula tinctoria","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","b",126566,"Thymus pulegioides","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","b",127029,"Tragopogon pratensis","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","b",127382,"Trifolium medium","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","b",128345,"Vaccinium myrtillus","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",999999,"aaa - En attente de détermination","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",80591,"Agrostis capillaris","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",80759,"Agrostis stolonifera","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",81032,"Alchemilla alpigena","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",81130,"Alchemilla monticola","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",81195,"Alchemilla xanthochlora","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",84936,"Astrantia major","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",86490,"Briza media","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",87716,"Campanula rhomboidalis","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",88504,"Carex ferruginea","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",88510,"Carex flacca","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",88747,"Carex pallescens","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",132843,"Carlina acaulis subsp. caulescens","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",89651,"Centaurea nervosa","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",90359,"Chaerophyllum villarsii","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",93116,"Crepis pyrenaica","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",94257,"Dactylorhiza fuchsii","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",94626,"Deschampsia cespitosa","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",97490,"Euphorbia cyparissias","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",98586,"Festuca trichophylla","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",99511,"Galium pumilum","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",103301,"Hypericum montanum","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",103324,"Hypericum richeri","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",105076,"Laserpitium latifolium","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",105768,"Leucanthemum adustum","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",106653,"Lotus corniculatus","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",113389,"Phyteuma orbiculare","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",113579,"Pimpinella major","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",113893,"Plantago lanceolata","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",115414,"Potentilla aurea","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",115470,"Potentilla erecta","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",116012,"Prunella vulgaris","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",117262,"Ranunculus tuberosus","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",117587,"Rhinanthus alectorolophus","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",122971,"Serratula tinctoria","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",126566,"Thymus pulegioides","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",127029,"Tragopogon pratensis","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",127117,"Traunsteinera globosa","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",127382,"Trifolium medium","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",128345,"Vaccinium myrtillus","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",128520,"Veratrum album","","","2017-07-01"
"Armenaz",3,38,"ARM_1750","c",142086,"Veratrum album subsp. lobelianum","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",999999,"aaa - En attente de détermination","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",999999,"aaa - En attente de détermination","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",80591,"Agrostis capillaris","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",80729,"Agrostis rupestris","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",81032,"Alchemilla alpigena","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",81057,"Alchemilla conjuncta","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",82596,"Anemone alpina","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",82922,"Anthoxanthum odoratum","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",131467,"Anthyllis vulneraria subsp. alpestris","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",131491,"Anthyllis vulneraria subsp. valesiaca","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",83874,"Arnica montana","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",84937,"Astrantia minor","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",85720,"Bellidiastrum michelii","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",86082,"Bistorta vivipara","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",86490,"Briza media","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",132810,"Carex sempervirens subsp. sempervirens","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",89147,"Carlina acaulis","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",89651,"Centaurea nervosa","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",90359,"Chaerophyllum villarsii","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",93282,"Crocus vernus","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",94289,"Dactylorhiza viridis","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",94435,"Daphne mezereum","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",97772,"Euphrasia minima","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",98319,"Festuca laevigata","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",98586,"Festuca trichophylla","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",99372,"Galium anisophyllon","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",99903,"Gentiana lutea","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",100160,"Geranium sylvaticum","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",100348,"Globularia nudicaulis","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",100686,"Gypsophila repens","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",100956,"Helianthemum nummularium","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",101755,"Hieracium caesioides","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",102842,"Hippocrepis comosa","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",103301,"Hypericum montanum","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",103324,"Hypericum richeri","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",104528,"Knautia dipsacifolia","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",105768,"Leucanthemum adustum","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",106288,"Linum catharticum","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",137438,"Lotus corniculatus subsp. alpinus","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",109366,"Nardus stricta","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",138174,"Onobrychis viciifolia subsp. montana","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",112426,"Parnassia palustris","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",112602,"Pedicularis tuberosa","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",113381,"Phyteuma hemisphaericum","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",113389,"Phyteuma orbiculare","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",113806,"Plantago alpina","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",114542,"Polygala chamaebuxus","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",115470,"Potentilla erecta","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",116967,"Ranunculus carinthiacus","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",117249,"Ranunculus thora","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",121367,"Scabiosa lucida","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",122308,"Selaginella selaginoides","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",122593,"Senecio doronicum","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",122971,"Serratula tinctoria","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",123071,"Sesleria caerulea","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",126287,"Thesium alpinum","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",126566,"Thymus pulegioides","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",152216,"Trifolium pratense var. villosum","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",127872,"Trollius europaeus","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","a",128345,"Vaccinium myrtillus","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",999999,"aaa - En attente de détermination","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",999999,"aaa - En attente de détermination","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",80591,"Agrostis capillaris","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",80729,"Agrostis rupestris","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",81032,"Alchemilla alpigena","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",81057,"Alchemilla conjuncta","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",82596,"Anemone alpina","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",82914,"Anthoxanthum alpinum","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",82922,"Anthoxanthum odoratum","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",131467,"Anthyllis vulneraria subsp. alpestris","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",83874,"Arnica montana","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",84937,"Astrantia minor","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",85602,"Bartsia alpina","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",85720,"Bellidiastrum michelii","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",86082,"Bistorta vivipara","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",86490,"Briza media","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",87716,"Campanula rhomboidalis","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",88108,"Carduus defloratus","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",132810,"Carex sempervirens subsp. sempervirens","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",89147,"Carlina acaulis","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",132843,"Carlina acaulis subsp. caulescens","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",89651,"Centaurea nervosa","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",90359,"Chaerophyllum villarsii","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",93004,"Crepis aurea","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",94289,"Dactylorhiza viridis","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",98319,"Festuca laevigata","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",98586,"Festuca trichophylla","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",99854,"Gentiana acaulis","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",99903,"Gentiana lutea","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",100160,"Geranium sylvaticum","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",100348,"Globularia nudicaulis","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",100956,"Helianthemum nummularium","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",102925,"Homogyne alpina","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",104528,"Knautia dipsacifolia","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",105502,"Leontodon hispidus","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",105768,"Leucanthemum adustum","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",106275,"Linum alpinum","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",106288,"Linum catharticum","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",137438,"Lotus corniculatus subsp. alpinus","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",138174,"Onobrychis viciifolia subsp. montana","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",112426,"Parnassia palustris","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",112602,"Pedicularis tuberosa","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",113381,"Phyteuma hemisphaericum","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",113389,"Phyteuma orbiculare","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",113806,"Plantago alpina","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",115470,"Potentilla erecta","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",116012,"Prunella vulgaris","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",116967,"Ranunculus carinthiacus","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",117249,"Ranunculus thora","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",120195,"Salix retusa","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",121367,"Scabiosa lucida","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",122593,"Senecio doronicum","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",123071,"Sesleria caerulea","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",126566,"Thymus pulegioides","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",152216,"Trifolium pratense var. villosum","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",127872,"Trollius europaeus","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","b",128938,"Veronica officinalis","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",999999,"aaa - En attente de détermination","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",999999,"aaa - En attente de détermination","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",999999,"aaa - En attente de détermination","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",81057,"Alchemilla conjuncta","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",82596,"Anemone alpina","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",131467,"Anthyllis vulneraria subsp. alpestris","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",85602,"Bartsia alpina","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",85720,"Bellidiastrum michelii","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",86082,"Bistorta vivipara","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",88504,"Carex ferruginea","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",132810,"Carex sempervirens subsp. sempervirens","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",132843,"Carlina acaulis subsp. caulescens","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",89651,"Centaurea nervosa","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",93004,"Crepis aurea","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",93116,"Crepis pyrenaica","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",94289,"Dactylorhiza viridis","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",94435,"Daphne mezereum","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",95461,"Dryas octopetala","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",97490,"Euphorbia cyparissias","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",98319,"Festuca laevigata","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",99854,"Gentiana acaulis","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",100160,"Geranium sylvaticum","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",100348,"Globularia nudicaulis","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",100607,"Gymnadenia conopsea","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",100686,"Gypsophila repens","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",100956,"Helianthemum nummularium","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",101755,"Hieracium caesioides","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",102925,"Homogyne alpina","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",103301,"Hypericum montanum","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",103324,"Hypericum richeri","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",104528,"Knautia dipsacifolia","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",105502,"Leontodon hispidus","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",106288,"Linum catharticum","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",137438,"Lotus corniculatus subsp. alpinus","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",138174,"Onobrychis viciifolia subsp. montana","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",112602,"Pedicularis tuberosa","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",113381,"Phyteuma hemisphaericum","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",113389,"Phyteuma orbiculare","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",113806,"Plantago alpina","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",114539,"Polygala calcarea","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",116012,"Prunella vulgaris","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",116967,"Ranunculus carinthiacus","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",117249,"Ranunculus thora","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",121367,"Scabiosa lucida","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",122308,"Selaginella selaginoides","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",122593,"Senecio doronicum","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",123071,"Sesleria caerulea","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",126287,"Thesium alpinum","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",127117,"Traunsteinera globosa","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",152216,"Trifolium pratense var. villosum","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",127503,"Trifolium thalii","","","2017-07-01"
"Armenaz",3,39,"ARM_1980","c",127872,"Trollius europaeus","","","2017-07-01"
"Armenaz",3,40,"ARM_2140","a",82596,"Anemone alpina","","","2017-07-01"
"Armenaz",3,40,"ARM_2140","a",82922,"Anthoxanthum odoratum","","","2017-07-01"
"Armenaz",3,40,"ARM_2140","a",83874,"Arnica montana","","","2017-07-01"
"Armenaz",3,40,"ARM_2140","a",84937,"Astrantia minor","","","2017-07-01"
