"nom","idsite","codeplot","idarbre","segment","lb_nom","diam","distance","comment","date"
"Cauterets",29,"CAU_1630",6,"CH","Pinus sylvestris",28.3,5,"","2021-09-14"
"Cauterets",29,"CAU_1630",NA,"","aaa - En attente de détermination",NA,NA,"","2021-09-14"
"Cauterets",29,"CAU_1800",4,"AB","Pinus sylvestris",20.1,1.5,"moribond","2021-09-14"
"Cauterets",29,"CAU_1800",3,"AB","Pinus sylvestris",5.6,1.5,"pas vigoureux","2021-09-14"
"Cauterets",29,"CAU_1800",45,"AB","Pinus sylvestris",105.7,15,"","2021-09-14"
"Cauterets",29,"CAU_1800",32,"AB","Pinus sylvestris",26.6,5,"","2021-09-14"
"Cauterets",29,"CAU_1800",1,"AB","Pinus sylvestris",0.69,1.5,"","2021-09-14"
"Cauterets",29,"CAU_1800",2,"AB","Pinus sylvestris",10.5,1.5,"","2021-09-14"
"Cauterets",29,"CAU_1800",31,"AB","Pinus sylvestris",26.4,5,"","2021-09-14"
"Cauterets",29,"CAU_1800",34,"AB","Pinus sylvestris",17.5,5,"","2021-09-14"
"Cauterets",29,"CAU_1800",33,"AB","Pinus sylvestris",36.1,5,"","2021-09-14"
"Cauterets",29,"CAU_1800",27,"AH","Pinus sylvestris",29.9,15,"","2021-09-14"
"Cauterets",29,"CAU_1800",26,"AH","Pinus sylvestris",34.8,15,"","2021-09-14"
"Cauterets",29,"CAU_1800",25,"AH","Pinus sylvestris",38.7,5,"","2021-09-14"
"Cauterets",29,"CAU_1800",24,"AH","Pinus sylvestris",7.5,5,"","2021-09-14"
"Cauterets",29,"CAU_1800",23,"AH","Pinus sylvestris",24.7,5,"","2021-09-14"
"Cauterets",29,"CAU_1800",22,"AH","Pinus sylvestris",16.5,5,"","2021-09-14"
"Cauterets",29,"CAU_1800",21,"AH","Pinus sylvestris",9.4,5,"","2021-09-14"
"Cauterets",29,"CAU_1800",20,"AH","Pinus sylvestris",26.4,5,"","2021-09-14"
"Cauterets",29,"CAU_1800",28,"AH","Pinus sylvestris",31.5,15,"","2021-09-14"
"Cauterets",29,"CAU_1800",37,"BB","Pinus sylvestris",17.8,5,"","2021-09-14"
"Cauterets",29,"CAU_1800",36,"BB","Pinus sylvestris",10.3,5,"","2021-09-14"
"Cauterets",29,"CAU_1800",35,"BB","Pinus sylvestris",12.7,5,"","2021-09-14"
"Cauterets",29,"CAU_1800",11,"BB","Pinus sylvestris",7.3,1.5,"","2021-09-14"
"Cauterets",29,"CAU_1800",10,"BB","Pinus sylvestris",9.5,1.5,"","2021-09-14"
"Cauterets",29,"CAU_1800",38,"BB","Pinus sylvestris",56,5,"","2021-09-14"
"Cauterets",29,"CAU_1800",39,"BB","Pinus sylvestris",9.9,5,"","2021-09-14"
"Cauterets",29,"CAU_1800",43,"BB","Pinus sylvestris",82.3,15,"","2021-09-14"
"Cauterets",29,"CAU_1800",44,"BB","Pinus sylvestris",33.2,15,"","2021-09-14"
"Cauterets",29,"CAU_1800",9,"BB","Pinus sylvestris",3.1,1.5,"","2021-09-14"
"Cauterets",29,"CAU_1800",8,"BB","Pinus sylvestris",5.8,1.5,"","2021-09-14"
"Cauterets",29,"CAU_1800",7,"BB","Pinus sylvestris",5.9,1.5,"","2021-09-14"
"Cauterets",29,"CAU_1800",6,"BB","Pinus sylvestris",0.56,1.5,"","2021-09-14"
"Cauterets",29,"CAU_1800",5,"BB","Pinus sylvestris",4.8,1.5,"","2021-09-14"
"Cauterets",29,"CAU_1800",18,"BH","Pinus sylvestris",137,5,"hybride pinus syl. /pinus uncin.: pin de Bouget","2021-09-14"
"Cauterets",29,"CAU_1800",12,"BH","Pinus sylvestris",10.4,1.5,"","2021-09-14"
"Cauterets",29,"CAU_1800",30,"BH","Pinus sylvestris",42,15,"moribond","2021-09-14"
"Cauterets",29,"CAU_1800",29,"BH","Pinus sylvestris",79.5,15,"","2021-09-14"
"Cauterets",29,"CAU_1800",19,"BH","Pinus sylvestris",8.2,5,"","2021-09-14"
"Cauterets",29,"CAU_1800",14,"CB","Pinus sylvestris",8.6,1.5,"","2021-09-14"
"Cauterets",29,"CAU_1800",41,"CB","Pinus sylvestris",40,15,"","2021-09-14"
"Cauterets",29,"CAU_1800",40,"CB","Pinus sylvestris",75.2,5,"","2021-09-14"
"Cauterets",29,"CAU_1800",42,"CB","Pinus sylvestris",32.3,15,"","2021-09-14"
"Cauterets",29,"CAU_1800",13,"CB","Pinus sylvestris",12.5,1.5,"","2021-09-14"
"Cauterets",29,"CAU_1800",17,"CH","Pinus sylvestris",17.6,5,"","2021-09-14"
"Cauterets",29,"CAU_1800",16,"CH","Pinus sylvestris",16.6,5,"","2021-09-14"
"Cauterets",29,"CAU_1800",15,"CH","Pinus sylvestris",6.4,1.5,"","2021-09-14"
"Cauterets",29,"CAU_1800",NA,"","aaa - En attente de détermination",NA,NA,"","2021-09-14"
"Cauterets",29,"CAU_2020",1,"CB","Pinus mugo subsp. uncinata",4.2,1.5,"","2021-09-14"
"Cauterets",29,"CAU_2020",2,"CH","Pinus mugo subsp. uncinata",8,1.5,"","2021-09-14"
"Cauterets",29,"CAU_2020",NA,"","aaa - En attente de détermination",NA,NA,"","2021-09-14"
"Pécloz",7,"PEC_0962",62,"AB","Fagus sylvatica",23.2,5,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_0962",84,"AB","Fagus sylvatica",31.5,15,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_0962",57,"AB","Fagus sylvatica",19.1,5,"coord x,y LiDAR","2017-09-13"
"Pécloz",7,"PEC_0962",58,"AB","Fagus sylvatica",36.7,5,"coord x,y LiDAR","2017-09-13"
"Pécloz",7,"PEC_0962",59,"AB","Fraxinus angustifolia",26.2,5,"coord x,y LiDAR","2017-09-13"
"Pécloz",7,"PEC_0962",60,"AB","Fagus sylvatica",10.1,5,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_0962",61,"AB","Fagus sylvatica",15.6,5,"coord x, y LiDAR, penché","2017-09-13"
"Pécloz",7,"PEC_0962",63,"AB","Fagus sylvatica",19.7,5,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_0962",29,"AH","Fagus sylvatica",10.5,5,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_0962",28,"AH","Fagus sylvatica",9.4,1.5,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_0962",27,"AH","Fagus sylvatica",33.8,1.5,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_0962",4,"AH","Fagus sylvatica",2.1,1.5,"","2017-09-13"
"Pécloz",7,"PEC_0962",3,"AH","Fagus sylvatica",3.2,1.5,"","2017-09-13"
"Pécloz",7,"PEC_0962",12,"AH","Fagus sylvatica",1,1.5,"","2017-09-13"
"Pécloz",7,"PEC_0962",13,"AH","Fagus sylvatica",0.8,1.5,"","2017-09-13"
"Pécloz",7,"PEC_0962",8,"AH","Fagus sylvatica",0.6,1.5,"","2017-09-13"
"Pécloz",7,"PEC_0962",9,"AH","Fagus sylvatica",0.5,1.5,"","2017-09-13"
"Pécloz",7,"PEC_0962",10,"AH","Fagus sylvatica",1.6,1.5,"","2017-09-13"
"Pécloz",7,"PEC_0962",11,"AH","Fagus sylvatica",0.2,1.5,"","2017-09-13"
"Pécloz",7,"PEC_0962",30,"AH","Fagus sylvatica",34.8,5,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_0962",7,"AH","Fagus sylvatica",0.4,1.5,"","2017-09-13"
"Pécloz",7,"PEC_0962",6,"AH","Fagus sylvatica",0.44,1.5,"","2017-09-13"
"Pécloz",7,"PEC_0962",51,"AH","Fraxinus excelsior",36.9,15,"coord x,y LiDAR","2017-09-13"
"Pécloz",7,"PEC_0962",50,"AH","Fagus sylvatica",98,15,"coord x,y LiDAR","2017-09-13"
"Pécloz",7,"PEC_0962",2,"AH","Fagus sylvatica",0.69,1.5,"","2017-09-13"
"Pécloz",7,"PEC_0962",1,"AH","Fagus sylvatica",0.69,1.5,"","2017-09-13"
"Pécloz",7,"PEC_0962",5,"AH","Fagus sylvatica",2.1,1.5,"","2017-09-13"
"Pécloz",7,"PEC_0962",56,"BB","Fagus sylvatica",12.2,5,"coord x,y LiDAR","2017-09-13"
"Pécloz",7,"PEC_0962",55,"BB","Fagus sylvatica",13.3,5,"coord x,y LiDAR","2017-09-13"
"Pécloz",7,"PEC_0962",53,"BB","Fagus sylvatica",25.9,5,"coord x,y LiDAR","2017-09-13"
"Pécloz",7,"PEC_0962",54,"BB","Fagus sylvatica",37.1,5,"coord x,y LiDAR","2017-09-13"
"Pécloz",7,"PEC_0962",45,"BH","Fagus sylvatica",41.7,15,"coord x,y LiDAR","2017-09-13"
"Pécloz",7,"PEC_0962",26,"BH","Acer pseudoplatanus",30.5,5,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_0962",24,"BH","Fagus sylvatica",18.2,1.5,"coord x,y LiDAR","2017-09-13"
"Pécloz",7,"PEC_0962",39,"BH","Fraxinus excelsior",31.7,15,"coord x,y LiDAR","2017-09-13"
"Pécloz",7,"PEC_0962",14,"BH","Picea abies",0.8,1.5,"","2017-09-13"
"Pécloz",7,"PEC_0962",25,"BH","Fagus sylvatica",11.4,1.5,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_0962",66,"CB","Fagus sylvatica",14.5,5,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_0962",64,"CB","Fagus sylvatica",57.7,1.5,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_0962",65,"CB","Fagus sylvatica",26.5,5,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_0962",69,"CB","Fagus sylvatica",31.7,15,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_0962",70,"CB","Fagus sylvatica",45.7,15,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_0962",71,"CB","Fagus sylvatica",51,15,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_0962",17,"CH","Fagus sylvatica",1.4,1.5,"","2017-09-13"
"Pécloz",7,"PEC_0962",35,"CH","Fagus sylvatica",35.7,15,"coord x,y LiDAR","2017-09-13"
"Pécloz",7,"PEC_0962",18,"CH","Fagus sylvatica",0.9,1.5,"","2017-09-13"
"Pécloz",7,"PEC_0962",19,"CH","Fagus sylvatica",0.8,1.5,"","2017-09-13"
"Pécloz",7,"PEC_0962",20,"CH","Fagus sylvatica",3.9,1.5,"","2017-09-13"
"Pécloz",7,"PEC_0962",21,"CH","Fagus sylvatica",3.2,1.5,"","2017-09-13"
"Pécloz",7,"PEC_0962",22,"CH","Fagus sylvatica",7.7,1.5,"","2017-09-13"
"Pécloz",7,"PEC_0962",23,"CH","Fagus sylvatica",2,1.5,"","2017-09-13"
"Pécloz",7,"PEC_0962",15,"CH","Fagus sylvatica",3.3,1.5,"","2017-09-13"
"Pécloz",7,"PEC_0962",31,"CH","Fagus sylvatica",13.9,5,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_0962",16,"CH","Fagus sylvatica",1.7,1.5,"","2017-09-13"
"Pécloz",7,"PEC_1152",31,"AB","Fagus sylvatica",39.9,5,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_1152",32,"AB","Abies alba",46.4,1.5,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_1152",27,"AB","Abies alba",41.4,15,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_1152",28,"AB","Abies alba",73.4,15,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_1152",30,"AB","Abies alba",63.2,15,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_1152",5,"AH","Abies alba",56,15,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_1152",24,"BB","Abies alba",58.5,15,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_1152",26,"BB","Abies alba",70.4,15,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_1152",18,"BB","Picea abies",65.3,5,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_1152",17,"BB","Fagus sylvatica",26.1,1.5,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_1152",16,"BB","Abies alba",20.1,1.5,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_1152",1,"BH","Fagus sylvatica",22.9,5,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_1152",2,"BH","Fagus sylvatica",24.3,5,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_1152",3,"BH","Abies alba",62.4,15,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_1152",6,"BH","Abies alba",45.3,15,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_1152",10,"BH","Fagus sylvatica",45.5,15,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_1152",11,"BH","Abies alba",47.3,15,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_1152",20,"CB","Picea abies",57.3,15,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_1152",19,"CB","Fagus sylvatica",40.2,15,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_1152",21,"CB","Picea abies",64.9,15,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_1152",22,"CB","Picea abies",53.5,15,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_1152",15,"CH","Picea abies",19,1.5,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_1152",14,"CH","Abies alba",69.7,15,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_1152",12,"CH","Fagus sylvatica",45.3,15,"coord x, y LiDAR","2017-09-13"
"Pécloz",7,"PEC_1375",35,"AB","Fagus sylvatica",15.9,5,"coord x, y LiDAR, penché","2017-10-25"
"Pécloz",7,"PEC_1375",39,"AB","Acer pseudoplatanus",31,5,"coord x, y LiDAR, cime cassée","2017-10-25"
"Pécloz",7,"PEC_1375",34,"AB","Abies alba",18.2,1.5,"coord x, y LiDAR","2017-10-25"
"Pécloz",7,"PEC_1375",36,"AB","Picea abies",65.7,5,"coord x, y LiDAR","2017-10-25"
"Pécloz",7,"PEC_1375",43,"AB","Abies alba",34.7,15,"coord x, y LiDAR","2017-10-25"
"Pécloz",7,"PEC_1375",8,"AH","Picea abies",48.7,15,"coord x, y LiDAR","2017-10-25"
"Pécloz",7,"PEC_1375",7,"AH","Picea abies",31.6,5,"coord x, y LiDAR","2017-10-25"
"Pécloz",7,"PEC_1375",12,"AH","Picea abies",50.5,15,"coord x, y LiDAR","2017-10-25"
"Pécloz",7,"PEC_1375",13,"AH","Fagus sylvatica",38.7,15,"coord x, y LiDAR","2017-10-25"
"Pécloz",7,"PEC_1375",1,"AH","Fagus sylvatica",1.1,1.5,"","2017-10-25"
"Pécloz",7,"PEC_1375",9,"AH","Picea abies",38.7,15,"coord x, y LiDAR","2017-10-25"
"Pécloz",7,"PEC_1375",4,"BB","Fagus sylvatica",2.9,1.5,"","2017-10-25"
"Pécloz",7,"PEC_1375",49,"BB","Abies alba",55.7,15,"coord x, y LiDAR, cime cassée","2017-10-25"
"Pécloz",7,"PEC_1375",48,"BB","Picea abies",51.7,15,"coord x, y LiDAR, blessé","2017-10-25"
"Pécloz",7,"PEC_1375",47,"BB","Abies alba",72.4,5,"coord x, y LiDAR","2017-10-25"
"Pécloz",7,"PEC_1375",5,"BB","Fagus sylvatica",4,1.5,"","2017-10-25"
"Pécloz",7,"PEC_1375",28,"BH","Fagus sylvatica",13.2,5,"coord x, y LiDAR","2017-10-25"
"Pécloz",7,"PEC_1375",27,"BH","Abies alba",40.9,5,"coord x, y LiDAR","2017-10-25"
"Pécloz",7,"PEC_1375",15,"BH","Acer pseudoplatanus",37.9,15,"coord x, y LiDAR","2017-10-25"
"Pécloz",7,"PEC_1375",2,"BH","Fagus sylvatica",1.2,1.5,"","2017-10-25"
"Pécloz",7,"PEC_1375",29,"BH","Abies alba",18.4,5,"coord x, y LiDAR","2017-10-25"
"Pécloz",7,"PEC_1375",54,"CB","Abies alba",46.2,15,"coord x, y LiDAR, distance ?","2017-10-25"
"Pécloz",7,"PEC_1375",53,"CB","Abies alba",68.4,15,"coord x, y LiDAR","2017-10-25"
"Pécloz",7,"PEC_1375",56,"CB","Abies alba",16.9,1.5,"coord x, y LiDAR","2017-10-25"
"Pécloz",7,"PEC_1375",3,"CB","Fagus sylvatica",4.9,1.5,"","2017-10-25"
"Pécloz",7,"PEC_1375",6,"CH","Fagus sylvatica",1.2,1.5,"","2017-10-25"
"Pécloz",7,"PEC_1375",31,"CH","Fagus sylvatica",10.2,1.5,"coord x, y LiDAR","2017-10-25"
"Pécloz",7,"PEC_1375",32,"CH","Fagus sylvatica",46.9,1.5,"coord x, y LiDAR","2017-10-25"
"Pécloz",7,"PEC_1375",33,"CH","Fagus sylvatica",8.2,1.5,"coord x, y LiDAR","2017-10-25"
"Pécloz",7,"PEC_1375",30,"CH","Abies alba",13.3,5,"coord x, y LiDAR","2017-10-25"
"Pécloz",7,"PEC_1578",50,"AB","Picea abies",32,5,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",92,"AB","Picea abies",40.9,15,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",51,"AB","Picea abies",26.4,5,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",88,"AB","Picea abies",30.4,15,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",49,"AB","Picea abies",30,1.5,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",89,"AB","Picea abies",34.2,15,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",48,"AB","Picea abies",45.7,1.5,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",22,"AH","Picea abies",43.4,5,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",18,"AH","Picea abies",37.7,5,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",16,"AH","Picea abies",26,5,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",17,"AH","Picea abies",17.3,5,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",15,"AH","Picea abies",26.3,5,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",23,"AH","Picea abies",49,15,"coord x, y LiDAR, fourchu","2017-09-27"
"Pécloz",7,"PEC_1578",14,"AH","Picea abies",15.5,5,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",21,"AH","Picea abies",21.5,5,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",20,"AH","Picea abies",29.3,5,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",19,"AH","Picea abies",13.3,5,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",52,"BB","Abies alba",41,1.5,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",54,"BB","Picea abies",18.8,1.5,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",55,"BB","Picea abies",40.3,5,"coord x, y LiDAR, fourchu","2017-09-27"
"Pécloz",7,"PEC_1578",56,"BB","Picea abies",27.8,5,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",75,"BB","Picea abies",39.3,15,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",76,"BB","Picea abies",42.4,15,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",77,"BB","Picea abies",49.7,15,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",80,"BB","Picea abies",33.9,15,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",53,"BB","Picea abies",20.6,1.5,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",7,"BH","Picea abies",14.6,5,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",6,"BH","Picea abies",8.7,5,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",5,"BH","Picea abies",23.8,5,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",13,"BH","Picea abies",6.5,1.5,"","2017-09-27"
"Pécloz",7,"PEC_1578",12,"BH","Picea abies",13.3,5,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",34,"BH","Picea abies",35.9,15,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",33,"BH","Picea abies",53.3,15,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",11,"BH","Picea abies",10.4,5,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",10,"BH","Picea abies",22.6,5,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",9,"BH","Picea abies",9.8,5,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",8,"BH","Picea abies",34.4,5,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",71,"CB","Picea abies",39,15,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",65,"CB","Acer pseudoplatanus",20.3,5,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",64,"CB","Sorbus aucuparia",10.9,5,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",59,"CB","Acer pseudoplatanus",15,5,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",60,"CB","Picea abies",13.3,5,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",61,"CB","Sorbus aucuparia",12.3,5,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",62,"CB","Sorbus aucuparia",12.3,5,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",57,"CB","Acer pseudoplatanus",9.8,5,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",63,"CB","Acer pseudoplatanus",8.6,5,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",58,"CB","Picea abies",19.6,5,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",1,"CH","Salix caprea",4.6,1.5,"seule branche vivante","2017-09-27"
"Pécloz",7,"PEC_1578",4,"CH","Sorbus aria",7.7,5,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",3,"CH","Abies alba",14.5,1.5,"coord x, y LiDAR","2017-09-27"
"Pécloz",7,"PEC_1578",2,"CH","Picea abies",4.9,1.5,"","2017-09-27"
"Ristolas",9,"RIS_1900",26,"AB","Larix decidua",45.7,15,"","2021-09-06"
"Ristolas",9,"RIS_1900",1,"AB","Abies alba",18,1.5,"","2021-09-06"
"Ristolas",9,"RIS_1900",18,"AB","Larix decidua",11.5,5,"","2021-09-06"
"Ristolas",9,"RIS_1900",19,"AB","Larix decidua",51.8,5,"","2021-09-06"
"Ristolas",9,"RIS_1900",17,"AB","Picea abies",11,5,"jumeau avec n°16","2021-09-06"
"Ristolas",9,"RIS_1900",16,"AB","Picea abies",11.9,5,"jumeau avec n°17","2021-09-06"
"Ristolas",9,"RIS_1900",10,"AH","Larix decidua",54.1,15,"","2021-09-06"
"Ristolas",9,"RIS_1900",9,"AH","Larix decidua",43.7,15,"","2021-09-06"
"Ristolas",9,"RIS_1900",8,"AH","Larix decidua",48.3,5,"","2021-09-06"
"Ristolas",9,"RIS_1900",21,"BB","Larix decidua",27.7,5,"","2021-09-06"
"Ristolas",9,"RIS_1900",23,"BB","Larix decidua",15.3,5,"","2021-09-06"
"Ristolas",9,"RIS_1900",25,"BB","Larix decidua",41.8,15,"","2021-09-06"
"Ristolas",9,"RIS_1900",20,"BB","Larix decidua",19.5,5,"","2021-09-06"
"Ristolas",9,"RIS_1900",22,"BB","Larix decidua",36.2,5,"","2021-09-06"
"Ristolas",9,"RIS_1900",14,"BH","Larix decidua",31,15,"","2021-09-06"
"Ristolas",9,"RIS_1900",3,"BH","Larix decidua",45.8,1.5,"mesure <1.30m car fourche au-dessus","2021-09-06"
"Ristolas",9,"RIS_1900",2,"BH","Picea abies",5.6,1.5,"essence à vérifier","2021-09-06"
"Ristolas",9,"RIS_1900",13,"BH","Larix decidua",36.5,15,"","2021-09-06"
"Ristolas",9,"RIS_1900",12,"BH","Larix decidua",43.4,15,"","2021-09-06"
"Ristolas",9,"RIS_1900",11,"BH","Larix decidua",34.1,15,"","2021-09-06"
"Ristolas",9,"RIS_1900",5,"BH","Larix decidua",22.6,1.5,"","2021-09-06"
"Ristolas",9,"RIS_1900",4,"BH","Picea abies",1,1.5,"","2021-09-06"
"Ristolas",9,"RIS_1900",24,"CB","Larix decidua",47.8,15,"","2021-09-06"
"Ristolas",9,"RIS_1900",15,"CH","Larix decidua",41.4,15,"","2021-09-06"
"Ristolas",9,"RIS_1900",7,"CH","Larix decidua",37.5,5,"","2021-09-06"
"Ristolas",9,"RIS_1900",6,"CH","Larix decidua",37.7,5,"","2021-09-06"
"Ristolas",9,"RIS_1900",NA,"","aaa - En attente de détermination",NA,NA,"","2021-09-06"
"Ristolas",9,"RIS_2195",3,"BH","Larix decidua",11.94,5,"pas de num sur l'arbre","2021-09-08"
"Ristolas",9,"RIS_2195",1,"CH","Larix decidua",5.41,1.5,"pas de num sur l'arbre","2021-09-08"
"Ristolas",9,"RIS_2195",2,"CH","Larix decidua",2.54,1.5,"pas de num sur l'arbre","2021-09-08"
"Ristolas",9,"RIS_2195",NA,"","aaa - En attente de détermination",NA,NA,"","2021-09-08"
"Tania",31,"TAN_1420",14,"AB","Picea abies",28,5,"","2021-10-15"
"Tania",31,"TAN_1420",13,"AB","Picea abies",38.1,5,"","2021-10-15"
"Tania",31,"TAN_1420",18,"AB","Picea abies",35.5,5,"","2021-10-15"
"Tania",31,"TAN_1420",31,"AB","Picea abies",36.1,15,"","2021-10-15"
"Tania",31,"TAN_1420",30,"AB","Picea abies",30.1,15,"","2021-10-15"
"Tania",31,"TAN_1420",32,"AB","Picea abies",40.6,15,"2 jumeaux ensemble","2021-10-15"
"Tania",31,"TAN_1420",17,"AB","Picea abies",28.4,5,"","2021-10-15"
"Tania",31,"TAN_1420",16,"AB","Picea abies",25.2,5,"cîme cassée","2021-10-15"
"Tania",31,"TAN_1420",15,"AB","Picea abies",33,5,"","2021-10-15"
"Tania",31,"TAN_1420",5,"AH","Picea abies",41,15,"","2021-10-15"
"Tania",31,"TAN_1420",1,"AH","Picea abies",42.6,1.5,"cîme cassée","2021-10-15"
"Tania",31,"TAN_1420",9,"AH","Picea abies",34.8,15,"","2021-10-15"
"Tania",31,"TAN_1420",8,"AH","Picea abies",30.5,15,"","2021-10-15"
"Tania",31,"TAN_1420",7,"AH","Picea abies",35.8,15,"","2021-10-15"
"Tania",31,"TAN_1420",6,"AH","Picea abies",36.7,15,"","2021-10-15"
"Tania",31,"TAN_1420",21,"BB","Picea abies",11.1,5,"","2021-10-15"
"Tania",31,"TAN_1420",33,"BB","Picea abies",18.5,5,"","2021-10-15"
"Tania",31,"TAN_1420",29,"BB","Picea abies",35.3,15,"","2021-10-15"
"Tania",31,"TAN_1420",28,"BB","Picea abies",39,15,"","2021-10-15"
"Tania",31,"TAN_1420",29,"BB","Picea abies",35.3,15,"","2021-10-15"
"Tania",31,"TAN_1420",27,"BB","Picea abies",32.6,15,"","2021-10-15"
"Tania",31,"TAN_1420",19,"BB","Picea abies",39.6,5,"","2021-10-15"
