"","site","idsite","idplot","codeplot","idtiers","cd_nom","lb_nom","observateur_1","observateur_2","date"
"4531","Ristolas",9,21,"RIS_2340","a",138873,"Plantago atrata subsp. fuscescens","Garraud","","2016-07-25"
"4532","Ristolas",9,21,"RIS_2340","a",138908,"Plantago maritima subsp. serpentina","Garraud","","2016-07-25"
"4533","Ristolas",9,21,"RIS_2340","a",113957,"Plantago sempervirens","Garraud","","2016-07-25"
"4534","Ristolas",9,21,"RIS_2340","a",115498,"Potentilla grandiflora","Garraud","","2016-07-25"
"4535","Ristolas",9,21,"RIS_2340","a",718756,"Primula veris var. columnae","Garraud","","2016-07-25"
"4536","Ristolas",9,21,"RIS_2340","a",119419,"Rumex acetosella","Garraud","","2016-07-25"
"4537","Ristolas",9,21,"RIS_2340","a",121139,"Saxifraga paniculata","Garraud","","2016-07-25"
"4538","Ristolas",9,21,"RIS_2340","a",121367,"Scabiosa lucida","Garraud","","2016-07-25"
"4539","Ristolas",9,21,"RIS_2340","a",122493,"Sempervivum tectorum","Garraud","","2016-07-25"
"4540","Ristolas",9,21,"RIS_2340","a",140941,"Senecio doronicum subsp. doronicum","Garraud","","2016-07-25"
"4541","Ristolas",9,21,"RIS_2340","a",126566,"Thymus pulegioides","Garraud","","2016-07-25"
"4542","Ristolas",9,21,"RIS_2340","a",128787,"Veronica allionii","Garraud","","2016-07-25"
"4543","Ristolas",9,21,"RIS_2340","b",79908,"Achillea millefolium","Garraud","","2016-07-25"
"4544","Ristolas",9,21,"RIS_2340","b",80007,"Aconitum anthora","Garraud","","2016-07-25"
"4545","Ristolas",9,21,"RIS_2340","b",717718,"Aconogonon alpinum","Garraud","","2016-07-25"
"4546","Ristolas",9,21,"RIS_2340","b",82914,"Anthoxanthum alpinum","Garraud","","2016-07-25"
"4547","Ristolas",9,21,"RIS_2340","b",83303,"Arabis ciliata","Garraud","","2016-07-25"
"4548","Ristolas",9,21,"RIS_2340","b",83808,"Armeria alpina","Garraud","","2016-07-25"
"4549","Ristolas",9,21,"RIS_2340","b",84622,"Aster alpinus","Garraud","","2016-07-25"
"4550","Ristolas",9,21,"RIS_2340","b",717731,"Atocion rupestre","Garraud","","2016-07-25"
"4551","Ristolas",9,21,"RIS_2340","b",85418,"Avenella flexuosa","Garraud","","2016-07-25"
"4552","Ristolas",9,21,"RIS_2340","b",85705,"Bellardiochloa variegata","Garraud","","2016-07-25"
"4553","Ristolas",9,21,"RIS_2340","b",85839,"Betonica hirsuta","Garraud","","2016-07-25"
"4554","Ristolas",9,21,"RIS_2340","b",132153,"Biscutella laevigata subsp. laevigata","Garraud","","2016-07-25"
"4555","Ristolas",9,21,"RIS_2340","b",86081,"Bistorta officinalis","Garraud","","2016-07-25"
"4556","Ristolas",9,21,"RIS_2340","b",132356,"Bupleurum ranunculoides subsp. ranunculoides","Garraud","","2016-07-25"
"4557","Ristolas",9,21,"RIS_2340","b",132522,"Campanula scheuchzeri subsp. scheuchzeri","Garraud","","2016-07-25"
"4558","Ristolas",9,21,"RIS_2340","b",132592,"Carduus defloratus subsp. carlinifolius","Garraud","","2016-07-25"
"4559","Ristolas",9,21,"RIS_2340","b",132810,"Carex sempervirens subsp. sempervirens","Garraud","","2016-07-25"
"4560","Ristolas",9,21,"RIS_2340","b",132843,"Carlina acaulis subsp. caulescens","Garraud","","2016-07-25"
"4561","Ristolas",9,21,"RIS_2340","b",89730,"Centaurea uniflora","Garraud","","2016-07-25"
"4562","Ristolas",9,21,"RIS_2340","b",133087,"Cerastium arvense subsp. strictum","Garraud","","2016-07-25"
"4563","Ristolas",9,21,"RIS_2340","b",612442,"Clinopodium alpinum subsp. alpinum","Garraud","","2016-07-25"
"4564","Ristolas",9,21,"RIS_2340","b",98319,"Festuca laevigata","Garraud","","2016-07-25"
"4565","Ristolas",9,21,"RIS_2340","b",99511,"Galium pumilum","Garraud","","2016-07-25"
"4566","Ristolas",9,21,"RIS_2340","b",100208,"Geum montanum","Garraud","","2016-07-25"
"4567","Ristolas",9,21,"RIS_2340","b",100956,"Helianthemum nummularium","Garraud","","2016-07-25"
"4568","Ristolas",9,21,"RIS_2340","b",101114,"Helictotrichon parlatorei","Garraud","","2016-07-25"
"4569","Ristolas",9,21,"RIS_2340","b",102842,"Hippocrepis comosa","Garraud","","2016-07-25"
"4570","Ristolas",9,21,"RIS_2340","b",136974,"Juniperus communis subsp. nana","Garraud","","2016-07-25"
"4571","Ristolas",9,21,"RIS_2340","b",104644,"Koeleria macrantha","Garraud","","2016-07-25"
"4572","Ristolas",9,21,"RIS_2340","b",610580,"Libanotis pyrenaica","Garraud","","2016-07-25"
"4573","Ristolas",9,21,"RIS_2340","b",137438,"Lotus corniculatus subsp. alpinus","Garraud","","2016-07-25"
"4574","Ristolas",9,21,"RIS_2340","b",137520,"Luzula spicata subsp. spicata","Garraud","","2016-07-25"
"4575","Ristolas",9,21,"RIS_2340","b",108987,"Myosotis alpestris","Garraud","","2016-07-25"
"4576","Ristolas",9,21,"RIS_2340","b",718385,"Patzkea paniculata subsp. paniculata","Garraud","","2016-07-25"
"4577","Ristolas",9,21,"RIS_2340","b",112579,"Pedicularis gyroflexa","Garraud","","2016-07-25"
"4578","Ristolas",9,21,"RIS_2340","b",113525,"Pilosella officinarum","Garraud","","2016-07-25"
"4579","Ristolas",9,21,"RIS_2340","b",138873,"Plantago atrata subsp. fuscescens","Garraud","","2016-07-25"
"4580","Ristolas",9,21,"RIS_2340","b",138908,"Plantago maritima subsp. serpentina","Garraud","","2016-07-25"
"4581","Ristolas",9,21,"RIS_2340","b",113957,"Plantago sempervirens","Garraud","","2016-07-25"
"4582","Ristolas",9,21,"RIS_2340","b",114289,"Poa molinerii","Garraud","","2016-07-25"
"4583","Ristolas",9,21,"RIS_2340","b",115498,"Potentilla grandiflora","Garraud","","2016-07-25"
"4584","Ristolas",9,21,"RIS_2340","b",718756,"Primula veris var. columnae","Garraud","","2016-07-25"
"4585","Ristolas",9,21,"RIS_2340","b",119419,"Rumex acetosella","Garraud","","2016-07-25"
"4586","Ristolas",9,21,"RIS_2340","b",140569,"Saponaria ocymoides subsp. ocymoides","Garraud","","2016-07-25"
"4587","Ristolas",9,21,"RIS_2340","b",121139,"Saxifraga paniculata","Garraud","","2016-07-25"
"4588","Ristolas",9,21,"RIS_2340","b",121367,"Scabiosa lucida","Garraud","","2016-07-25"
"4589","Ristolas",9,21,"RIS_2340","b",122062,"Scutellaria alpina","Garraud","","2016-07-25"
"4590","Ristolas",9,21,"RIS_2340","b",122419,"Sempervivum arachnoideum","Garraud","","2016-07-25"
"4591","Ristolas",9,21,"RIS_2340","b",613604,"Sempervivum montanum var. burnatii","Garraud","","2016-07-25"
"4592","Ristolas",9,21,"RIS_2340","b",122504,"Sempervivum x barbulatum","Garraud","","2016-07-25"
"4593","Ristolas",9,21,"RIS_2340","b",140941,"Senecio doronicum subsp. doronicum","Garraud","","2016-07-25"
"4594","Ristolas",9,21,"RIS_2340","b",126566,"Thymus pulegioides","Garraud","","2016-07-25"
"4595","Ristolas",9,21,"RIS_2340","b",152216,"Trifolium pratense var. villosum","Garraud","","2016-07-25"
"4596","Ristolas",9,21,"RIS_2340","b",128787,"Veronica allionii","Garraud","","2016-07-25"
"4597","Ristolas",9,21,"RIS_2340","c",82914,"Anthoxanthum alpinum","Garraud","","2016-07-25"
"4598","Ristolas",9,21,"RIS_2340","c",83303,"Arabis ciliata","Garraud","","2016-07-25"
"4599","Ristolas",9,21,"RIS_2340","c",717731,"Atocion rupestre","Garraud","","2016-07-25"
"4600","Ristolas",9,21,"RIS_2340","c",85418,"Avenella flexuosa","Garraud","","2016-07-25"
"4601","Ristolas",9,21,"RIS_2340","c",85705,"Bellardiochloa variegata","Garraud","","2016-07-25"
"4602","Ristolas",9,21,"RIS_2340","c",86045,"Biscutella laevigata","Garraud","","2016-07-25"
"4603","Ristolas",9,21,"RIS_2340","c",86081,"Bistorta officinalis","Garraud","","2016-07-25"
"4604","Ristolas",9,21,"RIS_2340","c",132522,"Campanula scheuchzeri subsp. scheuchzeri","Garraud","","2016-07-25"
"4605","Ristolas",9,21,"RIS_2340","c",132810,"Carex sempervirens subsp. sempervirens","Garraud","","2016-07-25"
"4606","Ristolas",9,21,"RIS_2340","c",132843,"Carlina acaulis subsp. caulescens","Garraud","","2016-07-25"
"4607","Ristolas",9,21,"RIS_2340","c",612442,"Clinopodium alpinum subsp. alpinum","Garraud","","2016-07-25"
"4608","Ristolas",9,21,"RIS_2340","c",92107,"Coincya richeri","Garraud","","2016-07-25"
"4609","Ristolas",9,21,"RIS_2340","c",92698,"Cotoneaster pyrenaicus","Garraud","","2016-07-25"
"4610","Ristolas",9,21,"RIS_2340","c",98319,"Festuca laevigata","Garraud","","2016-07-25"
"4611","Ristolas",9,21,"RIS_2340","c",99511,"Galium pumilum","Garraud","","2016-07-25"
"4612","Ristolas",9,21,"RIS_2340","c",100956,"Helianthemum nummularium","Garraud","","2016-07-25"
"4613","Ristolas",9,21,"RIS_2340","c",101114,"Helictotrichon parlatorei","Garraud","","2016-07-25"
"4614","Ristolas",9,21,"RIS_2340","c",102842,"Hippocrepis comosa","Garraud","","2016-07-25"
"4615","Ristolas",9,21,"RIS_2340","c",103155,"Hylotelephium anacampseros","Garraud","","2016-07-25"
"4616","Ristolas",9,21,"RIS_2340","c",104644,"Koeleria macrantha","Garraud","","2016-07-25"
"4617","Ristolas",9,21,"RIS_2340","c",610580,"Libanotis pyrenaica","Garraud","","2016-07-25"
"4618","Ristolas",9,21,"RIS_2340","c",718385,"Patzkea paniculata subsp. paniculata","Garraud","","2016-07-25"
"4619","Ristolas",9,21,"RIS_2340","c",112579,"Pedicularis gyroflexa","Garraud","","2016-07-25"
"4620","Ristolas",9,21,"RIS_2340","c",113203,"Phleum hirsutum","Garraud","","2016-07-25"
"4621","Ristolas",9,21,"RIS_2340","c",138873,"Plantago atrata subsp. fuscescens","Garraud","","2016-07-25"
"4622","Ristolas",9,21,"RIS_2340","c",115498,"Potentilla grandiflora","Garraud","","2016-07-25"
"4623","Ristolas",9,21,"RIS_2340","c",718756,"Primula veris var. columnae","Garraud","","2016-07-25"
"4624","Ristolas",9,21,"RIS_2340","c",119419,"Rumex acetosella","Garraud","","2016-07-25"
"4625","Ristolas",9,21,"RIS_2340","c",121139,"Saxifraga paniculata","Garraud","","2016-07-25"
"4626","Ristolas",9,21,"RIS_2340","c",121367,"Scabiosa lucida","Garraud","","2016-07-25"
"4627","Ristolas",9,21,"RIS_2340","c",122062,"Scutellaria alpina","Garraud","","2016-07-25"
"4628","Ristolas",9,21,"RIS_2340","c",122504,"Sempervivum x barbulatum","Garraud","","2016-07-25"
"4629","Ristolas",9,21,"RIS_2340","c",140941,"Senecio doronicum subsp. doronicum","Garraud","","2016-07-25"
"4630","Ristolas",9,21,"RIS_2340","c",126566,"Thymus pulegioides","Garraud","","2016-07-25"
"4631","Ristolas",9,21,"RIS_2340","c",128787,"Veronica allionii","Garraud","","2016-07-25"
"4632","Ristolas",9,21,"RIS_2340","a",999999,"aaa - En attente de détermination","Abdulhak","Bizard","2021-07-21"
"4633","Ristolas",9,21,"RIS_2340","a",999999,"aaa - En attente de détermination","Abdulhak","Bizard","2021-07-21"
"4634","Ristolas",9,21,"RIS_2340","a",999999,"aaa - En attente de détermination","Abdulhak","Bizard","2021-07-21"
"4635","Ristolas",9,21,"RIS_2340","a",999999,"aaa - En attente de détermination","Abdulhak","Bizard","2021-07-21"
"4636","Ristolas",9,21,"RIS_2340","a",79908,"Achillea millefolium","Abdulhak","Bizard","2021-07-21"
"4637","Ristolas",9,21,"RIS_2340","a",83303,"Arabis ciliata","Abdulhak","Bizard","2021-07-21"
"4638","Ristolas",9,21,"RIS_2340","a",717731,"Atocion rupestre","Abdulhak","Bizard","2021-07-21"
"4639","Ristolas",9,21,"RIS_2340","a",85705,"Bellardiochloa variegata","Abdulhak","Bizard","2021-07-21"
"4640","Ristolas",9,21,"RIS_2340","a",132153,"Biscutella laevigata subsp. laevigata","Abdulhak","Bizard","2021-07-21"
"4641","Ristolas",9,21,"RIS_2340","a",87091,"Bupleurum ranunculoides","Abdulhak","Bizard","2021-07-21"
"4642","Ristolas",9,21,"RIS_2340","a",87724,"Campanula scheuchzeri","Abdulhak","Bizard","2021-07-21"
"4643","Ristolas",9,21,"RIS_2340","a",88865,"Carex sempervirens","Abdulhak","Bizard","2021-07-21"
"4644","Ristolas",9,21,"RIS_2340","a",133087,"Cerastium arvense subsp. strictum","Abdulhak","Bizard","2021-07-21"
"4645","Ristolas",9,21,"RIS_2340","a",91410,"Cirsium spinosissimum","Abdulhak","Bizard","2021-07-21"
"4646","Ristolas",9,21,"RIS_2340","a",94830,"Dianthus subacaulis","Abdulhak","Bizard","2021-07-21"
"4647","Ristolas",9,21,"RIS_2340","a",98319,"Festuca laevigata","Abdulhak","Bizard","2021-07-21"
"4648","Ristolas",9,21,"RIS_2340","a",98607,"Festuca violacea","Abdulhak","Bizard","2021-07-21"
"4649","Ristolas",9,21,"RIS_2340","a",99511,"Galium pumilum","Abdulhak","Bizard","2021-07-21"
"4650","Ristolas",9,21,"RIS_2340","a",100208,"Geum montanum","Abdulhak","Bizard","2021-07-21"
"4651","Ristolas",9,21,"RIS_2340","a",100956,"Helianthemum nummularium","Abdulhak","Bizard","2021-07-21"
"4652","Ristolas",9,21,"RIS_2340","a",101114,"Helictotrichon parlatorei","Abdulhak","Bizard","2021-07-21"
"4653","Ristolas",9,21,"RIS_2340","a",102842,"Hippocrepis comosa","Abdulhak","Bizard","2021-07-21"
"4654","Ristolas",9,21,"RIS_2340","a",136974,"Juniperus communis subsp. nana","Abdulhak","Bizard","2021-07-21"
"4655","Ristolas",9,21,"RIS_2340","a",104613,"Koeleria cenisia","Abdulhak","Bizard","2021-07-21"
"4656","Ristolas",9,21,"RIS_2340","a",610580,"Libanotis pyrenaica","Abdulhak","Bizard","2021-07-21"
"4657","Ristolas",9,21,"RIS_2340","a",106859,"Luzula spicata","Abdulhak","Bizard","2021-07-21"
"4658","Ristolas",9,21,"RIS_2340","a",108621,"Minuartia verna","Abdulhak","Bizard","2021-07-21"
"4659","Ristolas",9,21,"RIS_2340","a",108987,"Myosotis alpestris","Abdulhak","Bizard","2021-07-21"
"4660","Ristolas",9,21,"RIS_2340","a",717369,"Patzkea paniculata","Abdulhak","Bizard","2021-07-21"
"4661","Ristolas",9,21,"RIS_2340","a",112579,"Pedicularis gyroflexa","Abdulhak","Bizard","2021-07-21"
"4662","Ristolas",9,21,"RIS_2340","a",113203,"Phleum hirsutum","Abdulhak","Bizard","2021-07-21"
"4663","Ristolas",9,21,"RIS_2340","a",113361,"Phyteuma betonicifolium","Abdulhak","Bizard","2021-07-21"
"4664","Ristolas",9,21,"RIS_2340","a",717382,"Pilosella glacialis","Abdulhak","Bizard","2021-07-21"
"4665","Ristolas",9,21,"RIS_2340","a",113525,"Pilosella officinarum","Abdulhak","Bizard","2021-07-21"
"4666","Ristolas",9,21,"RIS_2340","a",138873,"Plantago atrata subsp. fuscescens","Abdulhak","Bizard","2021-07-21"
"4667","Ristolas",9,21,"RIS_2340","a",138908,"Plantago maritima subsp. serpentina","Abdulhak","Bizard","2021-07-21"
"4668","Ristolas",9,21,"RIS_2340","a",115498,"Potentilla grandiflora","Abdulhak","Bizard","2021-07-21"
"4669","Ristolas",9,21,"RIS_2340","a",718756,"Primula veris var. columnae","Abdulhak","Bizard","2021-07-21"
"4670","Ristolas",9,21,"RIS_2340","a",139723,"Ranunculus kuepferi subsp. orientalis","Abdulhak","Bizard","2021-07-21"
"4671","Ristolas",9,21,"RIS_2340","a",119419,"Rumex acetosella","Abdulhak","Bizard","2021-07-21"
"4672","Ristolas",9,21,"RIS_2340","a",121139,"Saxifraga paniculata","Abdulhak","Bizard","2021-07-21"
"4673","Ristolas",9,21,"RIS_2340","a",121367,"Scabiosa lucida","Abdulhak","Bizard","2021-07-21"
"4674","Ristolas",9,21,"RIS_2340","a",122062,"Scutellaria alpina","Abdulhak","Bizard","2021-07-21"
"4675","Ristolas",9,21,"RIS_2340","a",122467,"Sempervivum montanum","Abdulhak","Bizard","2021-07-21"
"4676","Ristolas",9,21,"RIS_2340","a",122593,"Senecio doronicum","Abdulhak","Bizard","2021-07-21"
"4677","Ristolas",9,21,"RIS_2340","a",123568,"Silene nutans","Abdulhak","Bizard","2021-07-21"
"4678","Ristolas",9,21,"RIS_2340","a",126566,"Thymus pulegioides","Abdulhak","Bizard","2021-07-21"
"4679","Ristolas",9,21,"RIS_2340","a",128787,"Veronica allionii","Abdulhak","Bizard","2021-07-21"
"4680","Ristolas",9,21,"RIS_2340","a",128871,"Veronica fruticans","Abdulhak","Bizard","2021-07-21"
"4681","Ristolas",9,21,"RIS_2340","a",970963,"Ziziphora granatensis subsp. alpina","Abdulhak","Bizard","2021-07-21"
"4682","Ristolas",9,21,"RIS_2340","b",999999,"aaa - En attente de détermination","Abdulhak","Bizard","2021-07-21"
"4683","Ristolas",9,21,"RIS_2340","b",999999,"aaa - En attente de détermination","Abdulhak","Bizard","2021-07-21"
"4684","Ristolas",9,21,"RIS_2340","b",999999,"aaa - En attente de détermination","Abdulhak","Bizard","2021-07-21"
"4685","Ristolas",9,21,"RIS_2340","b",999999,"aaa - En attente de détermination","Abdulhak","Bizard","2021-07-21"
"4686","Ristolas",9,21,"RIS_2340","b",79908,"Achillea millefolium","Abdulhak","Bizard","2021-07-21"
"4687","Ristolas",9,21,"RIS_2340","b",131467,"Anthyllis vulneraria subsp. alpestris","Abdulhak","Bizard","2021-07-21"
"4688","Ristolas",9,21,"RIS_2340","b",83303,"Arabis ciliata","Abdulhak","Bizard","2021-07-21"
"4689","Ristolas",9,21,"RIS_2340","b",83808,"Armeria alpina","Abdulhak","Bizard","2021-07-21"
"4690","Ristolas",9,21,"RIS_2340","b",84622,"Aster alpinus","Abdulhak","Bizard","2021-07-21"
"4691","Ristolas",9,21,"RIS_2340","b",717731,"Atocion rupestre","Abdulhak","Bizard","2021-07-21"
"4692","Ristolas",9,21,"RIS_2340","b",85418,"Avenella flexuosa","Abdulhak","Bizard","2021-07-21"
"4693","Ristolas",9,21,"RIS_2340","b",85705,"Bellardiochloa variegata","Abdulhak","Bizard","2021-07-21"
"4694","Ristolas",9,21,"RIS_2340","b",132153,"Biscutella laevigata subsp. laevigata","Abdulhak","Bizard","2021-07-21"
"4695","Ristolas",9,21,"RIS_2340","b",86081,"Bistorta officinalis","Abdulhak","Bizard","2021-07-21"
"4696","Ristolas",9,21,"RIS_2340","b",87091,"Bupleurum ranunculoides","Abdulhak","Bizard","2021-07-21"
"4697","Ristolas",9,21,"RIS_2340","b",87724,"Campanula scheuchzeri","Abdulhak","Bizard","2021-07-21"
"4698","Ristolas",9,21,"RIS_2340","b",88865,"Carex sempervirens","Abdulhak","Bizard","2021-07-21"
"4699","Ristolas",9,21,"RIS_2340","b",132843,"Carlina acaulis subsp. caulescens","Abdulhak","Bizard","2021-07-21"
"4700","Ristolas",9,21,"RIS_2340","b",133087,"Cerastium arvense subsp. strictum","Abdulhak","Bizard","2021-07-21"
"4701","Ristolas",9,21,"RIS_2340","b",91410,"Cirsium spinosissimum","Abdulhak","Bizard","2021-07-21"
"4702","Ristolas",9,21,"RIS_2340","b",717153,"Cotoneaster uniflorus","Abdulhak","Bizard","2021-07-21"
"4703","Ristolas",9,21,"RIS_2340","b",93282,"Crocus vernus","Abdulhak","Bizard","2021-07-21"
"4704","Ristolas",9,21,"RIS_2340","b",98319,"Festuca laevigata","Abdulhak","Bizard","2021-07-21"
"4705","Ristolas",9,21,"RIS_2340","b",99511,"Galium pumilum","Abdulhak","Bizard","2021-07-21"
"4706","Ristolas",9,21,"RIS_2340","b",99953,"Gentiana verna","Abdulhak","Bizard","2021-07-21"
"4707","Ristolas",9,21,"RIS_2340","b",99953,"Gentiana verna","Abdulhak","Bizard","2021-07-21"
"4708","Ristolas",9,21,"RIS_2340","b",100956,"Helianthemum nummularium","Abdulhak","Bizard","2021-07-21"
"4709","Ristolas",9,21,"RIS_2340","b",101114,"Helictotrichon parlatorei","Abdulhak","Bizard","2021-07-21"
"4710","Ristolas",9,21,"RIS_2340","b",102842,"Hippocrepis comosa","Abdulhak","Bizard","2021-07-21"
"4711","Ristolas",9,21,"RIS_2340","b",103155,"Hylotelephium anacampseros","Abdulhak","Bizard","2021-07-21"
"4712","Ristolas",9,21,"RIS_2340","b",136974,"Juniperus communis subsp. nana","Abdulhak","Bizard","2021-07-21"
"4713","Ristolas",9,21,"RIS_2340","b",104613,"Koeleria cenisia","Abdulhak","Bizard","2021-07-21"
"4714","Ristolas",9,21,"RIS_2340","b",883891,"Koenigia alpina","Abdulhak","Bizard","2021-07-21"
"4715","Ristolas",9,21,"RIS_2340","b",610580,"Libanotis pyrenaica","Abdulhak","Bizard","2021-07-21"
"4716","Ristolas",9,21,"RIS_2340","b",106859,"Luzula spicata","Abdulhak","Bizard","2021-07-21"
"4717","Ristolas",9,21,"RIS_2340","b",108621,"Minuartia verna","Abdulhak","Bizard","2021-07-21"
"4718","Ristolas",9,21,"RIS_2340","b",717369,"Patzkea paniculata","Abdulhak","Bizard","2021-07-21"
"4719","Ristolas",9,21,"RIS_2340","b",112579,"Pedicularis gyroflexa","Abdulhak","Bizard","2021-07-21"
"4720","Ristolas",9,21,"RIS_2340","b",113203,"Phleum hirsutum","Abdulhak","Bizard","2021-07-21"
"4721","Ristolas",9,21,"RIS_2340","b",113361,"Phyteuma betonicifolium","Abdulhak","Bizard","2021-07-21"
"4722","Ristolas",9,21,"RIS_2340","b",138873,"Plantago atrata subsp. fuscescens","Abdulhak","Bizard","2021-07-21"
"4723","Ristolas",9,21,"RIS_2340","b",138908,"Plantago maritima subsp. serpentina","Abdulhak","Bizard","2021-07-21"
"4724","Ristolas",9,21,"RIS_2340","b",114289,"Poa molinerii","Abdulhak","Bizard","2021-07-21"
"4725","Ristolas",9,21,"RIS_2340","b",115498,"Potentilla grandiflora","Abdulhak","Bizard","2021-07-21"
"4726","Ristolas",9,21,"RIS_2340","b",718756,"Primula veris var. columnae","Abdulhak","Bizard","2021-07-21"
"4727","Ristolas",9,21,"RIS_2340","b",119419,"Rumex acetosella","Abdulhak","Bizard","2021-07-21"
"4728","Ristolas",9,21,"RIS_2340","b",120823,"Saponaria ocymoides","Abdulhak","Bizard","2021-07-21"
"4729","Ristolas",9,21,"RIS_2340","b",121139,"Saxifraga paniculata","Abdulhak","Bizard","2021-07-21"
"4730","Ristolas",9,21,"RIS_2340","b",121367,"Scabiosa lucida","Abdulhak","Bizard","2021-07-21"
"4731","Ristolas",9,21,"RIS_2340","b",122062,"Scutellaria alpina","Abdulhak","Bizard","2021-07-21"
"4732","Ristolas",9,21,"RIS_2340","b",122419,"Sempervivum arachnoideum","Abdulhak","Bizard","2021-07-21"
"4733","Ristolas",9,21,"RIS_2340","b",122593,"Senecio doronicum","Abdulhak","Bizard","2021-07-21"
"4734","Ristolas",9,21,"RIS_2340","b",123568,"Silene nutans","Abdulhak","Bizard","2021-07-21"
"4735","Ristolas",9,21,"RIS_2340","b",126566,"Thymus pulegioides","Abdulhak","Bizard","2021-07-21"
"4736","Ristolas",9,21,"RIS_2340","b",128787,"Veronica allionii","Abdulhak","Bizard","2021-07-21"
"4737","Ristolas",9,21,"RIS_2340","b",128871,"Veronica fruticans","Abdulhak","Bizard","2021-07-21"
"4738","Ristolas",9,21,"RIS_2340","b",970963,"Ziziphora granatensis subsp. alpina","Abdulhak","Bizard","2021-07-21"
"4739","Ristolas",9,21,"RIS_2340","c",999999,"aaa - En attente de détermination","Abdulhak","Bizard","2021-07-21"
"4740","Ristolas",9,21,"RIS_2340","c",999999,"aaa - En attente de détermination","Abdulhak","Bizard","2021-07-21"
"4741","Ristolas",9,21,"RIS_2340","c",999999,"aaa - En attente de détermination","Abdulhak","Bizard","2021-07-21"
"4742","Ristolas",9,21,"RIS_2340","c",79908,"Achillea millefolium","Abdulhak","Bizard","2021-07-21"
"4743","Ristolas",9,21,"RIS_2340","c",80007,"Aconitum anthora","Abdulhak","Bizard","2021-07-21"
"4744","Ristolas",9,21,"RIS_2340","c",83303,"Arabis ciliata","Abdulhak","Bizard","2021-07-21"
"4745","Ristolas",9,21,"RIS_2340","c",85705,"Bellardiochloa variegata","Abdulhak","Bizard","2021-07-21"
"4746","Ristolas",9,21,"RIS_2340","c",132153,"Biscutella laevigata subsp. laevigata","Abdulhak","Bizard","2021-07-21"
"4747","Ristolas",9,21,"RIS_2340","c",87724,"Campanula scheuchzeri","Abdulhak","Bizard","2021-07-21"
"4748","Ristolas",9,21,"RIS_2340","c",88865,"Carex sempervirens","Abdulhak","Bizard","2021-07-21"
"4749","Ristolas",9,21,"RIS_2340","c",133087,"Cerastium arvense subsp. strictum","Abdulhak","Bizard","2021-07-21"
"4750","Ristolas",9,21,"RIS_2340","c",92107,"Coincya richeri","Abdulhak","Bizard","2021-07-21"
"4751","Ristolas",9,21,"RIS_2340","c",717153,"Cotoneaster uniflorus","Abdulhak","Bizard","2021-07-21"
"4752","Ristolas",9,21,"RIS_2340","c",98319,"Festuca laevigata","Abdulhak","Bizard","2021-07-21"
"4753","Ristolas",9,21,"RIS_2340","c",99511,"Galium pumilum","Abdulhak","Bizard","2021-07-21"
"4754","Ristolas",9,21,"RIS_2340","c",99982,"Gentianella campestris","Abdulhak","Bizard","2021-07-21"
"4755","Ristolas",9,21,"RIS_2340","c",100956,"Helianthemum nummularium","Abdulhak","Bizard","2021-07-21"
"4756","Ristolas",9,21,"RIS_2340","c",101114,"Helictotrichon parlatorei","Abdulhak","Bizard","2021-07-21"
"4757","Ristolas",9,21,"RIS_2340","c",103155,"Hylotelephium anacampseros","Abdulhak","Bizard","2021-07-21"
"4758","Ristolas",9,21,"RIS_2340","c",104613,"Koeleria cenisia","Abdulhak","Bizard","2021-07-21"
"4759","Ristolas",9,21,"RIS_2340","c",610580,"Libanotis pyrenaica","Abdulhak","Bizard","2021-07-21"
"4760","Ristolas",9,21,"RIS_2340","c",106859,"Luzula spicata","Abdulhak","Bizard","2021-07-21"
"4761","Ristolas",9,21,"RIS_2340","c",108987,"Myosotis alpestris","Abdulhak","Bizard","2021-07-21"
"4762","Ristolas",9,21,"RIS_2340","c",717369,"Patzkea paniculata","Abdulhak","Bizard","2021-07-21"
"4763","Ristolas",9,21,"RIS_2340","c",112579,"Pedicularis gyroflexa","Abdulhak","Bizard","2021-07-21"
"4764","Ristolas",9,21,"RIS_2340","c",113203,"Phleum hirsutum","Abdulhak","Bizard","2021-07-21"
"4765","Ristolas",9,21,"RIS_2340","c",138873,"Plantago atrata subsp. fuscescens","Abdulhak","Bizard","2021-07-21"
"4766","Ristolas",9,21,"RIS_2340","c",114289,"Poa molinerii","Abdulhak","Bizard","2021-07-21"
"4767","Ristolas",9,21,"RIS_2340","c",115498,"Potentilla grandiflora","Abdulhak","Bizard","2021-07-21"
"4768","Ristolas",9,21,"RIS_2340","c",718756,"Primula veris var. columnae","Abdulhak","Bizard","2021-07-21"
"4769","Ristolas",9,21,"RIS_2340","c",139723,"Ranunculus kuepferi subsp. orientalis","Abdulhak","Bizard","2021-07-21"
"4770","Ristolas",9,21,"RIS_2340","c",140333,"Rumex acetosa subsp. nebroides","Abdulhak","Bizard","2021-07-21"
"4771","Ristolas",9,21,"RIS_2340","c",140333,"Rumex acetosa subsp. nebroides","Abdulhak","Bizard","2021-07-21"
"4772","Ristolas",9,21,"RIS_2340","c",119419,"Rumex acetosella","Abdulhak","Bizard","2021-07-21"
"4773","Ristolas",9,21,"RIS_2340","c",120823,"Saponaria ocymoides","Abdulhak","Bizard","2021-07-21"
